date_key,customer_id,plan_id,data_allocated_mb,data_carried_forward_mb,data_consumed_mb,voice_minutes_used,sms_used,network_type,usage_source
20251105,C1001693,2002,2048,,613,13,3,5G,Mobile
20251106,C1001693,2201,1024,,477,10,1,4G,Mobile
20251107,C1001693,2003,2048,451,1080,9,2,4G,Mobile
20251108,C1001693,2201,1024,,91,13,4,5G,Mobile
20251109,C1001693,2201,1024,,577,12,2,4G,Mobile
20251110,C1001693,2004,1024,187,297,15,1,5G,Mobile
20251111,C1001693,2001,1536,,206,12,2,4G,Mobile
20251112,C1001693,2201,1024,,390,8,0,4G,Hotspot
20251113,C1001693,2005,2560,,858,16,1,4G,Mobile
20251114,C1001693,2002,2048,,494,15,0,4G,Mobile
20251115,C1001693,2002,2048,,100,9,1,5G,Mobile
20251116,C1001693,2001,1536,,864,14,1,4G,Hotspot
20251117,C1001693,2201,1024,,782,7,1,4G,Mobile
20251118,C1001693,2201,1024,,42,15,1,4G,Mobile
20251119,C1001693,2001,1536,,18,9,1,4G,Mobile
20251120,C1001693,2005,2560,,677,16,1,4G,Mobile
20251121,C1001693,2003,2048,2,986,16,0,4G,Mobile
20251122,C1001693,2001,1536,,1107,11,2,4G,Mobile
20251123,C1001693,2004,1024,42,438,11,0,4G,Mobile
20251124,C1001693,2005,2560,,1367,6,0,4G,Mobile
20251125,C1001693,2003,2048,52,123,8,1,5G,Mobile
20251126,C1001693,2001,1536,,977,10,2,5G,Mobile
20251127,C1001693,2201,1024,,225,7,2,5G,Mobile
20251128,C1001693,2003,2048,578,1090,10,3,5G,Mobile
20251129,C1001693,2201,1024,,472,17,0,4G,Mobile
20251130,C1001693,2002,2048,,350,15,0,4G,Mobile
20251101,C1001694,2003,2048,62,189,8,3,4G,Mobile
20251102,C1001694,2003,2048,367,1094,10,2,4G,Mobile
20251103,C1001694,2001,1536,,1115,14,1,5G,Mobile
20251104,C1001694,2201,1024,,770,9,0,4G,Mobile
20251105,C1001694,2004,1024,439,38,11,1,5G,Mobile
20251106,C1001694,2201,1024,,311,9,2,4G,Mobile
20251107,C1001694,2001,1536,,110,12,0,4G,Mobile
20251108,C1001694,2001,1536,,952,12,2,5G,Mobile
20251109,C1001694,2002,2048,,678,15,4,4G,Mobile
20251110,C1001694,2201,1024,,145,22,0,4G,Mobile
20251111,C1001694,2201,1024,,545,15,2,4G,Mobile
20251112,C1001694,2005,2560,,132,10,1,4G,Mobile
20251113,C1001694,2005,2560,,1583,11,0,4G,Mobile
20251114,C1001694,2003,2048,463,1437,10,1,5G,Mobile
20251115,C1001694,2004,1024,3,610,13,0,4G,Mobile
20251116,C1001694,2002,2048,,352,21,5,4G,Mobile
20251117,C1001694,2201,1024,,405,12,0,5G,Mobile
20251118,C1001694,2002,2048,,229,14,1,4G,Hotspot
20251119,C1001694,2002,2048,,1520,13,2,5G,Hotspot
20251120,C1001694,2001,1536,,398,15,2,4G,Mobile
20251121,C1001694,2001,1536,,460,12,1,4G,Mobile
20251122,C1001694,2001,1536,,1016,10,2,5G,Mobile
20251123,C1001694,2001,1536,,1201,10,3,4G,Mobile
20251124,C1001694,2003,2048,12,630,10,2,4G,Hotspot
20251125,C1001694,2002,2048,,547,13,1,4G,Mobile
20251126,C1001694,2002,2048,,112,16,0,4G,Mobile
20251127,C1001694,2002,2048,,1044,17,1,4G,Mobile
20251128,C1001694,2002,2048,,241,10,1,5G,Mobile
20251129,C1001694,2001,1536,,655,11,2,4G,Hotspot
20251130,C1001694,2001,1536,,689,7,0,4G,Mobile
20251101,C1001695,2201,1024,,199,13,1,5G,Mobile
20251102,C1001695,2002,2048,,1116,11,1,4G,Mobile
20251103,C1001695,2002,2048,,1202,16,1,4G,Mobile
20251104,C1001695,2201,1024,,757,8,0,4G,Mobile
20251105,C1001695,2002,2048,,560,8,0,4G,Mobile
20251106,C1001695,2005,2560,,236,11,3,4G,Mobile
20251107,C1001695,2001,1536,,1199,16,2,4G,Mobile
20251108,C1001695,2001,1536,,116,7,0,4G,Mobile
20251109,C1001695,2005,2560,,1069,11,0,5G,Mobile
20251110,C1001695,2003,2048,32,967,12,2,4G,Mobile
20251111,C1001695,2001,1536,,916,13,2,4G,Mobile
20251112,C1001695,2002,2048,,317,11,1,5G,Mobile
20251113,C1001695,2005,2560,,657,8,4,4G,Mobile
20251114,C1001695,2201,1024,,359,15,1,4G,Mobile
20251115,C1001695,2002,2048,,1297,21,0,5G,Mobile
20251116,C1001695,2002,2048,,421,9,0,5G,Hotspot
20251117,C1001695,2005,2560,,1426,11,4,4G,Mobile
20251118,C1001695,2001,1536,,897,8,2,4G,Mobile
20251119,C1001695,2003,2048,411,283,17,1,4G,Mobile
20251120,C1001695,2003,2048,345,1186,8,2,4G,Mobile
20251121,C1001695,2001,1536,,263,13,1,5G,Mobile
20251122,C1001695,2002,2048,,447,13,0,4G,Mobile
20251123,C1001695,2201,1024,,13,10,0,4G,Mobile
20251124,C1001695,2005,2560,,685,10,2,4G,Mobile
20251125,C1001695,2003,2048,534,183,7,2,4G,Mobile
20251126,C1001695,2005,2560,,360,7,2,4G,Mobile
20251127,C1001695,2002,2048,,686,12,0,4G,Mobile
20251128,C1001695,2001,1536,,1088,9,2,4G,Mobile
20251129,C1001695,2002,2048,,157,14,2,4G,Mobile
20251130,C1001695,2001,1536,,763,16,0,4G,Mobile
20251101,C1001696,2003,2048,572,557,15,1,4G,Mobile
20251102,C1001696,2201,1024,,386,10,3,4G,Mobile
20251103,C1001696,2005,2560,,1300,9,0,4G,Mobile
20251104,C1001696,2004,1024,381,454,8,2,4G,Mobile
20251105,C1001696,2002,2048,,84,9,1,5G,Mobile
20251106,C1001696,2001,1536,,508,10,0,4G,Hotspot
20251107,C1001696,2004,1024,252,620,12,2,4G,Mobile
20251108,C1001696,2001,1536,,612,8,2,4G,Mobile
20251109,C1001696,2003,2048,43,897,8,1,4G,Mobile
20251110,C1001696,2201,1024,,124,8,2,5G,Mobile
20251111,C1001696,2201,1024,,711,15,0,4G,Mobile
20251112,C1001696,2002,2048,,427,10,1,4G,Mobile
20251113,C1001696,2001,1536,,1075,17,5,4G,Mobile
20251114,C1001696,2201,1024,,792,9,1,4G,Mobile
20251115,C1001696,2003,2048,72,2388,9,1,4G,Hotspot
20251116,C1001696,2004,1024,271,713,5,0,5G,Hotspot
20251117,C1001696,2201,1024,,,21,3,5G,Hotspot
20251118,C1001696,2001,1536,,692,12,1,4G,Mobile
20251119,C1001696,2005,2560,,578,17,5,4G,Mobile
20251120,C1001696,2201,1024,,341,21,5,5G,Mobile
20251121,C1001696,2001,1536,,228,13,0,4G,Hotspot
20251122,C1001696,2201,1024,,849,11,1,4G,Mobile
20251123,C1001696,2201,1024,,239,10,1,4G,Mobile
20251124,C1001696,2002,2048,,107,13,2,5G,Mobile
20251125,C1001696,2003,2048,417,579,9,2,4G,Mobile
20251126,C1001696,2002,2048,,692,8,3,5G,Mobile
20251127,C1001696,2005,2560,,1877,10,0,4G,Mobile
20251128,C1001696,2201,1024,,220,14,0,4G,Mobile
20251129,C1001696,2201,1024,,195,14,0,4G,Mobile
20251130,C1001696,2003,2048,219,1187,10,2,4G,Mobile
20251101,C1001697,2004,1024,595,140,11,1,4G,Hotspot
20251102,C1001697,2201,1024,,409,16,2,4G,Mobile
20251103,C1001697,2001,1536,,572,11,4,4G,Mobile
20251104,C1001697,2001,1536,,453,15,0,4G,Mobile
20251105,C1001697,2002,2048,,1199,11,0,4G,Mobile
20251106,C1001697,2005,2560,,736,11,0,4G,Mobile
20251107,C1001697,2002,2048,,1047,9,4,4G,Mobile
20251108,C1001697,2002,2048,,482,15,2,5G,Mobile
20251109,C1001697,2201,1024,,383,13,0,4G,Mobile
20251110,C1001697,2001,1536,,351,10,1,4G,Mobile
20251111,C1001697,2002,2048,,1085,13,1,4G,Mobile
20251112,C1001697,2201,1024,,699,11,5,4G,Mobile
20251113,C1001697,2001,1536,,130,13,1,5G,Mobile
20251114,C1001697,2005,2560,,141,12,3,5G,Hotspot
20251115,C1001697,2001,1536,,147,13,0,4G,Mobile
20251116,C1001697,2001,1536,,814,10,4,4G,Mobile
20251117,C1001697,2002,2048,,918,7,0,4G,Mobile
20251118,C1001697,2003,2048,275,240,12,1,4G,Mobile
20251119,C1001697,2004,1024,32,285,10,2,4G,Hotspot
20251120,C1001697,2002,2048,,1303,13,2,4G,Mobile
20251121,C1001697,2002,2048,,1096,8,2,4G,Mobile
20251122,C1001697,2201,1024,,509,10,2,4G,Mobile
20251123,C1001697,2001,1536,,752,13,1,5G,Mobile
20251124,C1001697,2001,1536,,416,12,3,5G,Mobile
20251125,C1001697,2002,2048,,863,8,1,5G,Mobile
20251126,C1001697,2201,1024,,490,9,1,4G,Mobile
20251127,C1001697,2201,1024,,122,17,0,4G,Mobile
20251128,C1001697,2002,2048,,66,9,1,5G,Mobile
20251129,C1001697,2001,1536,,300,10,2,4G,Mobile
20251130,C1001697,2002,2048,,291,19,1,4G,Mobile
20251101,C1001698,2201,1024,,117,15,1,4G,Mobile
20251102,C1001698,2005,2560,,777,9,1,4G,Mobile
20251103,C1001698,2201,1024,,303,11,2,4G,Mobile
20251104,C1001698,2002,2048,,1019,15,1,4G,Mobile
20251105,C1001698,2002,2048,,1751,14,0,4G,Mobile
20251106,C1001698,2001,1536,,142,13,2,4G,Mobile
20251107,C1001698,2003,2048,16,736,5,1,4G,Mobile
20251108,C1001698,2002,2048,,1239,11,0,4G,Mobile
20251109,C1001698,2001,1536,,628,13,1,4G,Hotspot
20251110,C1001698,2001,1536,,725,11,1,4G,Mobile
20251111,C1001698,2004,1024,49,539,14,3,5G,Mobile
20251112,C1001698,2002,2048,,818,9,5,5G,Mobile
20251113,C1001698,2004,1024,192,662,11,2,4G,Mobile
20251114,C1001698,2001,1536,,,18,1,5G,Mobile
20251115,C1001698,2001,1536,,739,12,1,4G,Mobile
20251116,C1001698,2001,1536,,1196,15,1,4G,Mobile
20251117,C1001698,2004,1024,118,366,10,3,4G,Mobile
20251118,C1001698,2001,1536,,926,11,1,4G,Mobile
20251119,C1001698,2004,1024,253,425,13,0,4G,Mobile
20251120,C1001698,2002,2048,,1016,15,1,4G,Mobile
20251121,C1001698,2201,1024,,283,11,2,4G,Mobile
20251122,C1001698,2003,2048,49,1672,12,1,4G,Mobile
20251123,C1001698,2005,2560,,2199,11,1,4G,Mobile
20251124,C1001698,2003,2048,27,322,13,1,5G,Mobile
20251125,C1001698,2003,2048,471,655,11,2,4G,Mobile
20251126,C1001698,2002,2048,,826,13,2,5G,Mobile
20251127,C1001698,2002,2048,,119,14,1,5G,Mobile
20251128,C1001698,2005,2560,,685,14,0,4G,Mobile
20251129,C1001698,2201,1024,,130,8,1,5G,Mobile
20251130,C1001698,2002,2048,,748,10,1,4G,Mobile
20251101,C1001699,2103,6144,592,3241,14,3,4G,Mobile
20251102,C1001699,2102,3413,499,1166,9,1,4G,Mobile
20251103,C1001699,2102,3413,21,126,12,0,5G,Mobile
20251104,C1001699,2101,2048,393,337,16,3,4G,Mobile
20251105,C1001699,2102,3413,276,2394,13,1,4G,Hotspot
20251106,C1001699,2103,6144,388,3765,15,3,4G,Mobile
20251107,C1001699,2102,3413,453,1256,13,2,4G,Mobile
20251108,C1001699,2103,6144,13,620,8,0,4G,Mobile
20251109,C1001699,2101,2048,322,110,10,2,4G,Mobile
20251110,C1001699,2102,3413,38,300,8,1,4G,Mobile
20251111,C1001699,2103,6144,389,2939,19,0,4G,Mobile
20251112,C1001699,2101,2048,163,294,14,2,4G,Mobile
20251113,C1001699,2101,2048,222,86,10,2,5G,Mobile
20251114,C1001699,2101,2048,267,1109,13,0,4G,Hotspot
20251115,C1001699,2101,2048,162,1023,13,1,4G,Mobile
20251116,C1001699,2101,2048,14,1265,13,1,5G,Mobile
20251117,C1001699,2103,6144,595,5446,17,1,4G,Mobile
20251118,C1001699,2102,3413,538,1094,11,3,4G,Mobile
20251119,C1001699,2102,3413,217,1345,12,0,4G,Mobile
20251120,C1001699,2101,2048,347,1703,6,1,4G,Mobile
20251121,C1001699,2102,3413,91,1729,5,1,4G,Mobile
20251122,C1001699,2101,2048,11,1139,12,1,5G,Mobile
20251123,C1001699,2103,6144,418,3477,11,0,4G,Mobile
20251124,C1001699,2101,2048,382,272,12,1,4G,Mobile
20251125,C1001699,2101,2048,363,1236,13,0,4G,Mobile
20251126,C1001699,2101,2048,599,1186,17,0,4G,Mobile
20251127,C1001699,2101,2048,522,452,14,2,4G,Mobile
20251128,C1001699,2101,2048,321,328,11,2,4G,Mobile
20251129,C1001699,2102,3413,114,1218,8,1,5G,Mobile
20251130,C1001699,2103,6144,539,3739,11,3,4G,Hotspot
20251101,C1001700,2003,2048,43,895,15,2,4G,Hotspot
20251102,C1001700,2003,2048,24,502,17,3,4G,Hotspot
20251103,C1001700,2001,1536,,789,22,1,4G,Mobile
20251104,C1001700,2002,2048,,856,13,0,4G,Mobile
20251105,C1001700,2004,1024,119,373,18,2,5G,Mobile
20251106,C1001700,2002,2048,,1196,13,3,4G,Mobile
20251107,C1001700,2002,2048,,1578,16,1,4G,Mobile
20251108,C1001700,2003,2048,164,298,17,0,4G,Mobile
20251109,C1001700,2002,2048,,990,13,4,5G,Mobile
20251110,C1001700,2201,1024,,389,5,2,5G,Mobile
20251111,C1001700,2005,2560,,524,6,0,4G,Mobile
20251112,C1001700,2001,1536,,414,13,1,4G,Mobile
20251113,C1001700,2002,2048,,1540,12,3,4G,Mobile
20251114,C1001700,2002,2048,,438,16,1,4G,Mobile
20251115,C1001700,2002,2048,,1235,17,1,4G,Mobile
20251116,C1001700,2002,2048,,211,12,2,4G,Hotspot
20251117,C1001700,2001,1536,,312,19,2,4G,Mobile
20251118,C1001700,2002,2048,,659,6,0,4G,Mobile
20251119,C1001700,2001,1536,,66,18,2,4G,Mobile
20251120,C1001700,2005,2560,,215,7,3,5G,Mobile
20251121,C1001700,2001,1536,,,16,0,4G,Hotspot
20251122,C1001700,2001,1536,,595,15,0,4G,Mobile
20251123,C1001700,2005,2560,,851,13,1,4G,Mobile
20251124,C1001700,2005,2560,,435,7,2,5G,Mobile
20251125,C1001700,2002,2048,,1420,15,2,4G,Mobile
20251126,C1001700,2201,1024,,471,9,2,4G,Mobile
20251127,C1001700,2002,2048,,1376,16,0,4G,Mobile
20251128,C1001700,2003,2048,458,134,15,2,4G,Mobile
20251129,C1001700,2005,2560,,1049,15,2,4G,Mobile
20251130,C1001700,2001,1536,,79,16,1,4G,Mobile
20251101,C1001701,2101,2048,597,1699,12,1,4G,Mobile
20251102,C1001701,2102,3413,33,898,10,3,4G,Mobile
20251103,C1001701,2101,2048,429,479,14,3,4G,Hotspot
20251104,C1001701,2101,2048,389,1544,17,0,4G,Hotspot
20251105,C1001701,2101,2048,54,670,11,1,4G,Mobile
20251106,C1001701,2102,3413,421,1646,14,0,4G,Mobile
20251107,C1001701,2103,6144,558,529,10,2,4G,Mobile
20251108,C1001701,2101,2048,386,1274,14,2,4G,Mobile
20251109,C1001701,2101,2048,34,979,8,0,4G,Mobile
20251110,C1001701,2101,2048,573,415,15,0,4G,Mobile
20251111,C1001701,2101,2048,576,295,15,6,4G,Mobile
20251112,C1001701,2101,2048,182,407,16,2,4G,Hotspot
20251113,C1001701,2101,2048,251,1006,13,1,4G,Mobile
20251114,C1001701,2102,3413,25,1024,13,0,4G,Mobile
20251115,C1001701,2101,2048,348,456,13,0,5G,Hotspot
20251116,C1001701,2101,2048,18,1761,11,2,4G,Mobile
20251117,C1001701,2101,2048,176,111,13,2,4G,Mobile
20251118,C1001701,2101,2048,429,817,11,3,4G,Mobile
20251119,C1001701,2101,2048,584,1492,20,0,4G,Mobile
20251120,C1001701,2103,6144,451,262,15,2,4G,Mobile
20251121,C1001701,2101,2048,148,301,12,3,5G,Mobile
20251122,C1001701,2101,2048,534,209,8,3,4G,Mobile
20251123,C1001701,2101,2048,476,300,13,1,4G,Mobile
20251124,C1001701,2102,3413,68,1947,10,1,4G,Mobile
20251125,C1001701,2101,2048,325,63,6,2,4G,Mobile
20251126,C1001701,2102,3413,126,1759,12,2,5G,Hotspot
20251127,C1001701,2101,2048,457,644,9,2,4G,Mobile
20251128,C1001701,2101,2048,498,336,8,0,4G,Hotspot
20251129,C1001701,2102,3413,43,232,9,2,4G,Hotspot
20251130,C1001701,2101,2048,36,577,13,1,4G,Mobile
20251101,C1001702,2103,6144,67,410,12,3,4G,Mobile
20251102,C1001702,2101,2048,215,1046,10,0,4G,Mobile
20251103,C1001702,2101,2048,171,776,8,5,4G,Mobile
20251104,C1001702,2103,6144,589,1478,12,1,4G,Mobile
20251105,C1001702,2102,3413,224,950,8,2,4G,Mobile
20251106,C1001702,2103,6144,438,1759,15,0,4G,Mobile
20251107,C1001702,2101,2048,36,520,10,2,4G,Hotspot
20251108,C1001702,2101,2048,26,1310,15,4,4G,Hotspot
20251109,C1001702,2103,6144,433,2186,6,1,4G,Mobile
20251110,C1001702,2102,3413,22,1686,12,0,4G,Mobile
20251111,C1001702,2103,6144,433,3725,5,1,4G,Mobile
20251112,C1001702,2102,3413,47,737,4,0,4G,Hotspot
20251113,C1001702,2101,2048,382,389,7,1,4G,Mobile
20251114,C1001702,2101,2048,11,581,8,0,4G,Mobile
20251115,C1001702,2101,2048,445,1155,13,1,4G,Mobile
20251116,C1001702,2101,2048,423,488,11,0,4G,Mobile
20251117,C1001702,2102,3413,141,118,14,0,4G,Mobile
20251118,C1001702,2101,2048,485,1194,8,1,4G,Hotspot
20251119,C1001702,2101,2048,163,87,12,3,4G,Mobile
20251120,C1001702,2102,3413,441,143,5,1,5G,Mobile
20251121,C1001702,2102,3413,159,1645,11,2,4G,Mobile
20251122,C1001702,2102,3413,29,2953,7,1,4G,Mobile
20251123,C1001702,2101,2048,8,1015,15,1,4G,Mobile
20251124,C1001702,2101,2048,22,872,9,3,4G,Mobile
20251125,C1001702,2103,6144,257,4588,15,1,4G,Mobile
20251126,C1001702,2101,2048,584,953,14,3,4G,Mobile
20251127,C1001702,2101,2048,8,73,11,1,4G,Hotspot
20251128,C1001702,2102,3413,73,1278,19,0,4G,Mobile
20251129,C1001702,2102,3413,438,373,11,2,4G,Hotspot
20251130,C1001702,2103,6144,285,3277,15,1,4G,Hotspot
20251101,C1001703,2001,1536,,692,11,1,4G,Mobile
20251102,C1001703,2001,1536,,530,12,0,5G,Mobile
20251103,C1001703,2201,1024,,864,13,2,4G,Mobile
20251104,C1001703,2005,2560,,344,14,2,4G,Hotspot
20251105,C1001703,2201,1024,,243,15,3,4G,Mobile
20251106,C1001703,2201,1024,,223,10,2,5G,Mobile
20251107,C1001703,2004,1024,198,257,14,0,4G,Mobile
20251108,C1001703,2001,1536,,732,13,1,4G,Mobile
20251109,C1001703,2201,1024,,670,9,1,4G,Mobile
20251110,C1001703,2001,1536,,293,10,3,4G,Mobile
20251111,C1001703,2004,1024,81,41,17,0,4G,Hotspot
20251112,C1001703,2001,1536,,1899,15,3,4G,Hotspot
20251113,C1001703,2002,2048,,447,7,1,4G,Hotspot
20251114,C1001703,2003,2048,271,22,9,2,4G,Mobile
20251115,C1001703,2004,1024,311,645,8,2,4G,Hotspot
20251116,C1001703,2201,1024,,142,16,2,5G,Mobile
20251117,C1001703,2001,1536,,980,10,0,5G,Hotspot
20251118,C1001703,2005,2560,,957,20,2,5G,Mobile
20251119,C1001703,2005,2560,,1159,8,2,5G,Mobile
20251120,C1001703,2005,2560,,196,8,3,4G,Mobile
20251121,C1001703,2003,2048,49,256,10,2,5G,Mobile
20251122,C1001703,2003,2048,48,915,21,2,4G,Mobile
20251123,C1001703,2001,1536,,98,12,0,4G,Mobile
20251124,C1001703,2005,2560,,2062,8,1,4G,Mobile
20251125,C1001703,2001,1536,,188,8,1,5G,Mobile
20251126,C1001703,2003,2048,342,469,16,0,4G,Mobile
20251127,C1001703,2002,2048,,604,8,1,4G,Mobile
20251128,C1001703,2001,1536,,807,11,2,5G,Mobile
20251129,C1001703,2002,2048,,892,9,2,4G,Mobile
20251130,C1001703,2001,1536,,994,10,0,4G,Mobile
20251101,C1001704,2002,2048,,79,13,0,4G,Mobile
20251102,C1001704,2002,2048,,62,10,0,4G,Mobile
20251103,C1001704,2003,2048,123,524,13,2,5G,Mobile
20251104,C1001704,2001,1536,,789,14,3,4G,Mobile
20251105,C1001704,2002,2048,,190,12,2,4G,Mobile
20251106,C1001704,2004,1024,123,282,16,2,4G,Mobile
20251107,C1001704,2001,1536,,527,13,1,5G,Mobile
20251108,C1001704,2002,2048,,687,11,1,4G,Hotspot
20251109,C1001704,2003,2048,4,934,13,1,4G,Hotspot
20251110,C1001704,2002,2048,,137,13,0,5G,Mobile
20251111,C1001704,2002,2048,,734,6,1,4G,Mobile
20251112,C1001704,2004,1024,593,566,9,0,4G,Mobile
20251113,C1001704,2002,2048,,1325,17,3,4G,Mobile
20251114,C1001704,2002,2048,,310,7,2,4G,Hotspot
20251115,C1001704,2003,2048,39,490,15,1,4G,Mobile
20251116,C1001704,2002,2048,,1701,13,2,4G,Mobile
20251117,C1001704,2002,2048,,1197,15,1,4G,Mobile
20251118,C1001704,2201,1024,,520,5,1,4G,Mobile
20251119,C1001704,2002,2048,,1194,12,0,4G,Mobile
20251120,C1001704,2002,2048,,181,8,2,4G,Mobile
20251121,C1001704,2001,1536,,633,18,2,4G,Mobile
20251122,C1001704,2201,1024,,757,18,1,5G,Mobile
20251123,C1001704,2005,2560,,1702,12,1,5G,Mobile
20251124,C1001704,2001,1536,,,12,4,4G,Mobile
20251125,C1001704,2001,1536,,338,9,2,5G,Mobile
20251126,C1001704,2002,2048,,1188,10,2,4G,Mobile
20251127,C1001704,2002,2048,,867,11,1,4G,Mobile
20251128,C1001704,2002,2048,,483,6,3,4G,Mobile
20251129,C1001704,2002,2048,,1476,11,3,4G,Mobile
20251130,C1001704,2002,2048,,509,5,0,4G,Mobile
20251101,C1001705,2001,1536,,984,12,1,4G,Mobile
20251102,C1001705,2002,2048,,757,9,1,4G,Hotspot
20251103,C1001705,2002,2048,,1690,12,2,5G,Mobile
20251104,C1001705,2003,2048,533,597,16,3,4G,Mobile
20251105,C1001705,2001,1536,,1074,8,2,4G,Mobile
20251106,C1001705,2001,1536,,760,7,1,4G,Mobile
20251107,C1001705,2003,2048,333,184,8,2,4G,Mobile
20251108,C1001705,2002,2048,,971,11,2,4G,Mobile
20251109,C1001705,2003,2048,586,118,15,3,4G,Mobile
20251110,C1001705,2201,1024,,135,2,1,4G,Mobile
20251111,C1001705,2201,1024,,463,12,3,4G,Mobile
20251112,C1001705,2001,1536,,776,11,3,4G,Mobile
20251113,C1001705,2002,2048,,112,10,1,4G,Mobile
20251114,C1001705,2004,1024,49,630,6,1,4G,Mobile
20251115,C1001705,2003,2048,81,788,12,1,5G,Mobile
20251116,C1001705,2001,1536,,1360,10,2,5G,Mobile
20251117,C1001705,2201,1024,,886,12,1,4G,Mobile
20251118,C1001705,2004,1024,326,860,12,2,4G,Mobile
20251119,C1001705,2001,1536,,553,10,1,4G,Mobile
20251120,C1001705,2002,2048,,687,17,0,4G,Mobile
20251121,C1001705,2201,1024,,651,13,0,4G,Mobile
20251122,C1001705,2002,2048,,121,14,1,4G,Mobile
20251123,C1001705,2001,1536,,334,14,3,5G,Mobile
20251124,C1001705,2001,1536,,671,13,3,4G,Hotspot
20251125,C1001705,2001,1536,,460,15,0,4G,Mobile
20251126,C1001705,2004,1024,553,580,13,2,4G,Mobile
20251127,C1001705,2004,1024,25,691,11,2,4G,Mobile
20251128,C1001705,2004,1024,163,736,9,1,4G,Mobile
20251129,C1001705,2201,1024,,439,10,0,4G,Mobile
20251130,C1001705,2201,1024,,466,10,0,4G,Mobile
20251101,C1001706,2001,1536,,309,8,1,4G,Mobile
20251102,C1001706,2001,1536,,265,11,0,5G,Mobile
20251103,C1001706,2001,1536,,1081,11,1,4G,Mobile
20251104,C1001706,2002,2048,,1452,12,3,5G,Mobile
20251105,C1001706,2002,2048,,393,12,1,4G,Mobile
20251106,C1001706,2201,1024,,485,12,1,4G,Mobile
20251107,C1001706,2003,2048,11,398,12,0,4G,Mobile
20251108,C1001706,2004,1024,4,344,12,3,4G,Hotspot
20251109,C1001706,2001,1536,,317,13,1,4G,Mobile
20251110,C1001706,2001,1536,,1142,7,3,4G,Mobile
20251111,C1001706,2001,1536,,1375,16,3,4G,Hotspot
20251112,C1001706,2001,1536,,416,13,4,4G,Mobile
20251113,C1001706,2002,2048,,987,4,2,4G,Hotspot
20251114,C1001706,2003,2048,73,1060,12,1,5G,Mobile
20251115,C1001706,2004,1024,576,601,11,2,4G,Mobile
20251116,C1001706,2005,2560,,1721,9,0,5G,Mobile
20251117,C1001706,2005,2560,,488,13,1,5G,Mobile
20251118,C1001706,2001,1536,,354,10,2,5G,Mobile
20251119,C1001706,2001,1536,,219,20,1,4G,Mobile
20251120,C1001706,2002,2048,,600,12,2,4G,Mobile
20251121,C1001706,2201,1024,,78,8,0,4G,Mobile
20251122,C1001706,2003,2048,248,897,7,0,4G,Mobile
20251123,C1001706,2005,2560,,765,11,1,5G,Mobile
20251124,C1001706,2201,1024,,827,11,1,4G,Mobile
20251125,C1001706,2003,2048,324,462,14,2,4G,Mobile
20251126,C1001706,2001,1536,,464,15,1,4G,Hotspot
20251127,C1001706,2005,2560,,105,20,0,4G,Mobile
20251128,C1001706,2003,2048,496,1006,15,2,4G,Mobile
20251129,C1001706,2201,1024,,334,14,4,4G,Mobile
20251130,C1001706,2003,2048,566,1112,6,2,4G,Hotspot
20251101,C1001707,2201,1024,,592,12,2,5G,Mobile
20251102,C1001707,2002,2048,,1231,15,2,4G,Mobile
20251103,C1001707,2201,1024,,615,12,0,4G,Mobile
20251104,C1001707,2002,2048,,105,15,2,4G,Hotspot
20251105,C1001707,2002,2048,,1498,12,1,5G,Hotspot
20251106,C1001707,2003,2048,38,611,17,1,4G,Mobile
20251107,C1001707,2001,1536,,155,10,1,4G,Mobile
20251108,C1001707,2004,1024,436,95,18,2,4G,Mobile
20251109,C1001707,2004,1024,39,185,20,1,5G,Mobile
20251110,C1001707,2201,1024,,661,9,1,5G,Mobile
20251111,C1001707,2004,1024,92,548,11,3,4G,Hotspot
20251112,C1001707,2001,1536,,1046,13,3,4G,Mobile
20251113,C1001707,2201,1024,,180,12,1,4G,Mobile
20251114,C1001707,2003,2048,354,621,9,2,4G,Mobile
20251115,C1001707,2003,2048,32,585,8,1,4G,Mobile
20251116,C1001707,2002,2048,,1198,13,1,4G,Mobile
20251117,C1001707,2002,2048,,197,15,2,4G,Mobile
20251118,C1001707,2002,2048,,616,20,0,4G,Mobile
20251119,C1001707,2005,2560,,1710,16,1,4G,Mobile
20251120,C1001707,2001,1536,,55,12,2,4G,Mobile
20251121,C1001707,2001,1536,,622,8,2,4G,Mobile
20251122,C1001707,2005,2560,,1760,14,0,4G,Mobile
20251123,C1001707,2002,2048,,529,12,2,4G,Mobile
20251124,C1001707,2002,2048,,140,17,0,4G,Mobile
20251125,C1001707,2003,2048,567,1179,15,1,4G,Mobile
20251126,C1001707,2001,1536,,416,16,0,4G,Mobile
20251127,C1001707,2004,1024,51,477,12,3,4G,Mobile
20251128,C1001707,2005,2560,,1263,8,0,4G,Mobile
20251129,C1001707,2002,2048,,1703,9,1,5G,Mobile
20251130,C1001707,2004,1024,534,105,18,1,4G,Mobile
20251101,C1001708,2002,2048,,1530,6,2,4G,Mobile
20251102,C1001708,2002,2048,,385,17,2,4G,Mobile
20251103,C1001708,2001,1536,,489,16,1,5G,Mobile
20251104,C1001708,2201,1024,,583,15,0,4G,Mobile
20251105,C1001708,2003,2048,46,975,9,3,4G,Mobile
20251106,C1001708,2201,1024,,23,11,1,5G,Mobile
20251107,C1001708,2002,2048,,986,10,1,4G,Mobile
