status_date_key,customer_id,customer_status,churn_reason,competitor_name
20251109,C1002679,Active,Price Too High,Vi
20251109,C1002680,Active,Price Too High,BSNL
20251109,C1002681,Active,,BSNL
20251109,C1002682,Active,Network Issue,Vi
20251109,C1002683,Active,Low Usage,Vi
20251109,C1002684,Active,Price Too High,Vi
20251109,C1002685,Active,Price Too High,Vi
20251109,C1002686,Active,Price Too High,
20251109,C1002687,Active,Network Issue,Jio
20251109,C1002688,Active,Low Usage,Jio
20251109,C1002689,Active,Network Issue,Jio
20251109,C1002690,Active,Low Usage,BSNL
20251109,C1002691,Active,Network Issue,Airtel
20251109,C1002692,Active,,
20251109,C1002693,Active,Network Issue,Airtel
20251109,C1002694,Active,,Airtel
20251109,C1002695,Active,Low Usage,Airtel
20251109,C1002696,Active,,Vi
20251109,C1002697,Active,Price Too High,BSNL
20251109,C1002698,Active,Low Usage,Airtel
20251109,C1002699,Active,Price Too High,Vi
20251109,C1002700,Active,Network Issue,Jio
20251109,C1002701,Active,Price Too High,Vi
20251109,C1002702,Active,Network Issue,Airtel
20251109,C1002703,Active,,
20251109,C1002704,Active,Network Issue,
20251109,C1002705,Active,Better Competitor Offer,Airtel
20251109,C1002706,Active,Better Competitor Offer,Jio
20251109,C1002707,Active,Better Competitor Offer,BSNL
20251109,C1002708,Active,Better Competitor Offer,Jio
20251109,C1002709,Active,Network Issue,Airtel
20251109,C1002710,Active,Better Competitor Offer,Jio
20251109,C1002711,Active,Price Too High,Airtel
20251109,C1002712,Active,,Vi
20251109,C1002713,Active,Low Usage,Airtel
20251109,C1002714,Active,,
20251109,C1002715,Active,Network Issue,Vi
20251109,C1002716,Active,Price Too High,Vi
20251109,C1002717,Active,Network Issue,Airtel
20251109,C1002718,Active,Network Issue,Jio
20251109,C1002719,Active,Network Issue,Vi
20251109,C1002720,Active,Better Competitor Offer,Vi
20251109,C1002721,Active,Network Issue,Airtel
20251109,C1002722,Active,Better Competitor Offer,Airtel
20251109,C1002723,Active,,Airtel
20251109,C1002724,Active,Better Competitor Offer,Vi
20251109,C1002725,Active,Price Too High,Vi
20251109,C1002726,Active,Price Too High,Vi
20251109,C1002727,Active,Price Too High,
20251109,C1002728,Active,Network Issue,Vi
20251109,C1002729,Active,Better Competitor Offer,Jio
20251109,C1002730,Active,Price Too High,Vi
20251109,C1002731,Active,,Vi
20251109,C1002732,Active,Low Usage,Jio
20251109,C1002733,Active,Better Competitor Offer,Airtel
20251109,C1002734,Active,Price Too High,Vi
20251109,C1002735,Active,Network Issue,Vi
20251109,C1002736,Active,Low Usage,
20251109,C1002737,Active,Price Too High,BSNL
20251109,C1002738,Active,Network Issue,Jio
20251109,C1002739,Active,Network Issue,Vi
20251109,C1002740,Active,Network Issue,Vi
20251109,C1002741,Active,Low Usage,Airtel
20251109,C1002742,Active,Network Issue,Jio
20251109,C1002743,Active,Better Competitor Offer,Jio
20251109,C1002744,Active,Price Too High,Jio
20251109,C1002745,Active,Better Competitor Offer,BSNL
20251109,C1002746,Active,,Jio
20251109,C1002747,Active,,Jio
20251109,C1002748,Active,Price Too High,Jio
20251109,C1002749,Active,Network Issue,Vi
20251109,C1002750,Active,Price Too High,Jio
20251109,C1002751,Active,Better Competitor Offer,Jio
20251109,C1002752,Active,Better Competitor Offer,Airtel
20251109,C1002753,Active,Better Competitor Offer,Airtel
20251109,C1002754,Active,Network Issue,Airtel
20251109,C1002755,Active,Better Competitor Offer,BSNL
20251109,C1002756,Active,Network Issue,Jio
20251109,C1002757,Active,Low Usage,Jio
20251109,C1002758,Active,Price Too High,Jio
20251109,C1002759,Active,Low Usage,
20251109,C1002760,Active,Network Issue,Jio
20251109,C1002761,Active,Price Too High,
20251109,C1002762,Active,Low Usage,BSNL
20251109,C1002763,Active,Network Issue,Airtel
20251109,C1002764,Active,Low Usage,Vi
20251109,C1002765,Active,Better Competitor Offer,Airtel
20251109,C1002766,Active,Better Competitor Offer,Vi
20251109,C1002767,Active,Price Too High,Vi
20251109,C1002768,Active,Price Too High,Vi
20251109,C1002769,Active,Better Competitor Offer,Jio
20251109,C1002770,Active,Price Too High,Vi
20251109,C1002771,Active,Better Competitor Offer,Vi
20251109,C1002772,Active,Price Too High,Airtel
20251109,C1002773,Active,Network Issue,
20251109,C1002774,Active,Network Issue,Jio
20251109,C1002775,Active,Network Issue,
20251109,C1002776,Active,Price Too High,Vi
20251109,C1002777,Active,Low Usage,Vi
20251109,C1002778,Active,Low Usage,
20251109,C1002779,Active,Network Issue,BSNL
20251109,C1002780,Active,,Airtel
20251109,C1002781,Active,Better Competitor Offer,Vi
20251109,C1002782,Active,,Jio
20251109,C1002783,Active,Low Usage,Airtel
20251109,C1002784,Active,Low Usage,
20251109,C1002785,Active,Network Issue,Jio
20251109,C1002786,Active,Network Issue,Jio
20251109,C1002787,Active,Network Issue,Vi
20251109,C1002788,Active,Low Usage,Airtel
20251109,C1002789,Active,Price Too High,Airtel
20251109,C1002790,Active,Low Usage,Vi
20251109,C1002791,Active,Price Too High,Vi
20251109,C1002792,Active,Low Usage,Airtel
20251109,C1002793,Active,Network Issue,Airtel
20251109,C1002794,Active,Network Issue,
20251109,C1002795,Active,Price Too High,
20251109,C1002796,Active,Price Too High,Vi
20251109,C1002797,Active,Price Too High,Jio
20251109,C1002798,Active,Low Usage,Airtel
20251109,C1002799,Active,Network Issue,
20251109,C1002800,Active,Price Too High,Airtel
20251109,C1002801,Active,Low Usage,
20251109,C1002802,Active,Network Issue,Airtel
20251109,C1002803,Active,,
20251109,C1002804,Active,,Jio
20251109,C1002805,Active,Network Issue,Airtel
20251109,C1002806,Active,Price Too High,Vi
20251109,C1002807,Active,Price Too High,
20251109,C1002808,Active,Low Usage,Vi
20251109,C1002809,Active,Better Competitor Offer,Jio
20251109,C1002810,Active,Better Competitor Offer,
20251109,C1002811,Active,Low Usage,Vi
20251109,C1002812,Active,Network Issue,Jio
20251109,C1002813,Active,Low Usage,Airtel
20251109,C1002814,Active,Low Usage,Vi
20251109,C1002815,Active,Better Competitor Offer,Airtel
20251109,C1002816,Active,,
20251109,C1002817,Active,Low Usage,Airtel
20251109,C1002818,Active,Network Issue,Vi
20251109,C1002819,Active,Price Too High,Jio
20251109,C1002820,Active,Price Too High,Airtel
20251109,C1002821,Active,Network Issue,Jio
20251109,C1002822,Active,,Jio
20251109,C1002823,Active,Network Issue,Jio
20251109,C1002824,Active,Better Competitor Offer,Jio
20251109,C1002825,Active,Better Competitor Offer,Jio
20251109,C1002826,Active,Network Issue,Airtel
20251109,C1002827,Active,,Jio
20251109,C1002828,Active,,Jio
20251109,C1002829,Active,Better Competitor Offer,
20251109,C1002830,Active,Network Issue,Airtel
20251109,C1002831,Active,Network Issue,Airtel
20251109,C1002832,Active,Price Too High,Jio
20251109,C1002833,Active,Price Too High,Airtel
20251109,C1002834,Active,Better Competitor Offer,Vi
20251109,C1002835,Active,,Airtel
20251109,C1002836,Active,Better Competitor Offer,Airtel
20251109,C1002837,Active,,Vi
20251109,C1002838,Active,Better Competitor Offer,
20251109,C1002839,Active,Price Too High,
20251109,C1002840,Active,,Jio
20251109,C1002841,Active,Price Too High,Vi
20251109,C1002842,Active,,Jio
20251109,C1002843,Active,Price Too High,Vi
20251109,C1002844,Active,Network Issue,Airtel
20251109,C1002845,Active,,Airtel
20251109,C1002846,Active,Better Competitor Offer,Vi
20251109,C1002847,Active,,Vi
20251109,C1002848,Active,,Vi
20251109,C1002849,Active,Network Issue,Jio
20251109,C1002850,Active,Better Competitor Offer,Vi
20251109,C1002851,Suspended,Price Too High,BSNL
20251109,C1002852,Active,Better Competitor Offer,Jio
20251109,C1002853,Active,Low Usage,Airtel
20251109,C1002854,Active,Price Too High,BSNL
20251109,C1002855,Active,Better Competitor Offer,Airtel
20251109,C1002856,Active,Low Usage,Vi
20251109,C1002857,Active,Network Issue,Airtel
20251109,C1002858,Active,Low Usage,
20251109,C1002859,Active,Better Competitor Offer,
20251109,C1002860,Active,,Jio
20251109,C1002861,Active,Price Too High,Airtel
20251109,C1002862,Active,Network Issue,Airtel
20251109,C1002863,Active,Better Competitor Offer,Jio
20251109,C1002864,Active,Network Issue,Airtel
20251109,C1002865,Active,,BSNL
20251109,C1002866,Active,Network Issue,BSNL
20251109,C1002867,Active,Low Usage,
20251109,C1002868,Active,Better Competitor Offer,Jio
20251109,C1002869,Active,Price Too High,BSNL
20251109,C1002870,Active,Network Issue,Airtel
20251109,C1002871,Active,Better Competitor Offer,Jio
20251109,C1002872,Active,Better Competitor Offer,Airtel
20251109,C1002873,Active,Price Too High,BSNL
20251109,C1002874,Active,,Airtel
20251109,C1002875,Active,Price Too High,
20251109,C1002876,Active,Price Too High,Vi
20251109,C1002877,Active,Better Competitor Offer,Airtel
20251109,C1002878,Active,Network Issue,Jio
20251109,C1002879,Active,,Jio
20251109,C1002880,Active,Price Too High,Vi
20251109,C1002881,Active,Network Issue,Vi
20251109,C1002882,Active,Price Too High,Airtel
20251109,C1002883,Active,Better Competitor Offer,Airtel
20251109,C1002884,Active,Better Competitor Offer,BSNL
20251109,C1002885,Active,Better Competitor Offer,Airtel
20251109,C1002886,Active,Network Issue,Vi
20251109,C1002887,Active,Price Too High,Vi
20251109,C1002888,Active,Low Usage,Jio
20251109,C1002889,Active,Network Issue,
20251109,C1002890,Active,,Vi
20251109,C1002891,Active,Network Issue,Jio
20251109,C1002892,Active,Low Usage,
20251109,C1002893,Active,Price Too High,
20251109,C1002894,Active,Better Competitor Offer,BSNL
20251109,C1002895,Active,Network Issue,Airtel
20251109,C1002896,Active,Network Issue,
20251109,C1002897,Active,Network Issue,Jio
20251109,C1002898,Active,Network Issue,Airtel
20251109,C1002899,Active,Price Too High,Jio
20251109,C1002900,Active,Better Competitor Offer,Airtel
20251109,C1002901,Active,Better Competitor Offer,
20251109,C1002902,Active,Low Usage,BSNL
20251109,C1002903,Suspended,Better Competitor Offer,BSNL
20251109,C1002904,Active,Better Competitor Offer,Airtel
20251109,C1002905,Active,Price Too High,
20251109,C1002906,Active,Price Too High,Airtel
20251109,C1002907,Active,Price Too High,Jio
20251109,C1002908,Active,Low Usage,Vi
20251109,C1002909,Active,Network Issue,Airtel
20251109,C1002910,Active,Network Issue,Jio
20251109,C1002911,Active,Better Competitor Offer,
20251109,C1002912,Active,Network Issue,Vi
20251109,C1002913,Active,,
20251109,C1002914,Active,,Vi
20251109,C1002915,Active,Network Issue,Jio
20251109,C1002916,Active,Network Issue,Jio
20251109,C1002917,Active,Price Too High,
20251109,C1002918,Active,Better Competitor Offer,Jio
20251109,C1002919,Active,Price Too High,Vi
20251109,C1002920,Active,Low Usage,Jio
20251109,C1002921,Active,Better Competitor Offer,Vi
20251109,C1002922,Active,Price Too High,Jio
20251109,C1002923,Active,Network Issue,Jio
20251109,C1002924,Active,Low Usage,Vi
20251109,C1002925,Active,Network Issue,Airtel
20251109,C1002926,Suspended,Low Usage,Vi
20251109,C1002927,Active,Price Too High,BSNL
20251109,C1002928,Active,Better Competitor Offer,Vi
20251109,C1002929,Active,,Airtel
20251109,C1002930,Active,,Vi
20251109,C1002931,Active,Price Too High,
20251109,C1002932,Active,Network Issue,Vi
20251109,C1002933,Active,Low Usage,Vi
20251109,C1002934,Active,Price Too High,
20251109,C1002935,Active,Network Issue,BSNL
20251109,C1002936,Active,,Airtel
20251109,C1002937,Active,Network Issue,
20251109,C1002938,Active,Network Issue,Jio
20251109,C1002939,Active,Network Issue,
20251109,C1002940,Active,Better Competitor Offer,Jio
20251109,C1002941,Active,Better Competitor Offer,Airtel
20251109,C1002942,Active,Price Too High,
20251109,C1002943,Active,Price Too High,Jio
20251109,C1002944,Active,Price Too High,Jio
20251109,C1002945,Active,Better Competitor Offer,Vi
20251109,C1002946,Active,Network Issue,Vi
20251109,C1002947,Active,,Jio
20251109,C1002948,Active,Network Issue,Airtel
20251109,C1002949,Active,,Airtel
20251109,C1002950,Churned,Network Issue,Jio
20251109,C1002951,Active,Low Usage,Airtel
20251109,C1002952,Active,Network Issue,Jio
20251109,C1002953,Active,Network Issue,Airtel
20251109,C1002954,Active,,Vi
20251109,C1002955,Active,,
20251109,C1002956,Active,Price Too High,Vi
20251109,C1002957,Active,Low Usage,Jio
20251109,C1002958,Active,Better Competitor Offer,Vi
20251109,C1002959,Active,,
20251109,C1002960,Active,Price Too High,Airtel
20251109,C1002961,Active,Better Competitor Offer,Airtel
20251109,C1002962,Active,Price Too High,
20251109,C1002963,Active,Price Too High,Vi
20251109,C1002964,Active,,BSNL
20251109,C1002965,Active,Network Issue,Vi
20251109,C1002966,Active,Network Issue,Jio
20251109,C1002967,Active,Better Competitor Offer,Jio
20251109,C1002968,Active,Better Competitor Offer,Vi
20251109,C1002969,Active,Network Issue,Airtel
20251109,C1002970,Active,Price Too High,Airtel
20251109,C1002971,Active,,Jio
20251109,C1002972,Active,Network Issue,
20251109,C1002973,Active,Better Competitor Offer,
20251109,C1002974,Active,Low Usage,Airtel
20251109,C1002975,Active,Price Too High,Vi
20251109,C1002976,Active,,Jio
20251109,C1002977,Active,Low Usage,Airtel
20251109,C1002978,Active,Price Too High,Airtel
20251109,C1002979,Active,Better Competitor Offer,Vi
20251109,C1002980,Active,Better Competitor Offer,Airtel
20251109,C1002981,Active,Better Competitor Offer,Airtel
20251109,C1002982,Active,,Jio
20251109,C1002983,Active,Price Too High,Jio
20251109,C1002984,Active,Price Too High,
20251109,C1002985,Active,Network Issue,Jio
20251109,C1002986,Active,Network Issue,Jio
20251109,C1002987,Active,Network Issue,Airtel
20251109,C1002988,Active,,Airtel
20251109,C1002989,Active,Better Competitor Offer,Vi
20251109,C1002990,Churned,Better Competitor Offer,Airtel
20251109,C1002991,Active,Better Competitor Offer,Jio
20251109,C1002992,Active,Low Usage,Jio
20251109,C1002993,Active,Price Too High,Jio
20251109,C1002994,Active,,Airtel
20251109,C1002995,Active,Price Too High,BSNL
20251109,C1002996,Active,,Jio
20251109,C1002997,Active,Better Competitor Offer,Vi
20251109,C1002998,Active,Price Too High,BSNL
20251109,C1002999,Active,Better Competitor Offer,Jio
20251109,C1003000,Active,Better Competitor Offer,Vi
20251109,C1003001,Active,Network Issue,Vi
20251109,C1003002,Active,Better Competitor Offer,Vi
20251109,C1003003,Active,Price Too High,
20251109,C1003004,Active,Network Issue,Airtel
20251109,C1003005,Active,,Jio
20251109,C1003006,Active,Better Competitor Offer,Airtel
20251109,C1003007,Active,,Jio
20251109,C1003008,Active,Better Competitor Offer,Airtel
20251109,C1003009,Active,Price Too High,
20251109,C1003010,Active,Better Competitor Offer,Airtel
20251109,C1003011,Active,Better Competitor Offer,Airtel
20251109,C1003012,Active,,Jio
20251109,C1003013,Active,Price Too High,Jio
20251109,C1003014,Active,,Jio
20251109,C1003015,Active,,BSNL
20251109,C1003016,Active,Better Competitor Offer,
20251109,C1003017,Active,,Airtel
20251109,C1003018,Active,Price Too High,Jio
20251109,C1003019,Churned,,BSNL
20251109,C1003020,Active,Low Usage,
20251109,C1003021,Active,Network Issue,
20251109,C1003022,Active,,Vi
20251109,C1003023,Active,Price Too High,Airtel
20251109,C1003024,Active,Price Too High,Vi
20251109,C1003025,Active,Better Competitor Offer,Jio
20251109,C1003026,Active,Network Issue,Vi
20251109,C1003027,Active,Price Too High,Vi
20251109,C1003028,Active,Low Usage,Vi
20251109,C1003029,Active,Network Issue,Vi
20251109,C1003030,Active,Price Too High,Vi
20251109,C1003031,Active,Network Issue,Vi
20251109,C1003032,Active,Price Too High,Jio
20251109,C1003033,Active,Low Usage,
20251109,C1003034,Active,Low Usage,Vi
20251109,C1003035,Active,,Vi
20251109,C1003036,Active,Better Competitor Offer,Airtel
20251109,C1003037,Active,Price Too High,
20251109,C1003038,Active,,Airtel
20251109,C1003039,Active,Low Usage,Vi
20251109,C1003040,Active,Better Competitor Offer,
20251109,C1003041,Active,Better Competitor Offer,
20251109,C1003042,Active,,Vi
20251109,C1003043,Active,Low Usage,Jio
20251109,C1003044,Active,Price Too High,
20251109,C1003045,Active,Low Usage,
20251109,C1003046,Active,Network Issue,Jio
20251109,C1003047,Active,Price Too High,Airtel
20251109,C1003048,Active,Price Too High,Airtel
20251109,C1003049,Active,Network Issue,Jio
20251109,C1003050,Active,Network Issue,Jio
20251109,C1003051,Active,Network Issue,Airtel
20251109,C1003052,Active,Better Competitor Offer,
20251109,C1003053,Active,Low Usage,Jio
20251109,C1003054,Active,,
20251109,C1003055,Active,Price Too High,
20251109,C1003056,Active,Better Competitor Offer,
20251109,C1003057,Active,,Airtel
20251109,C1003058,Active,Network Issue,Airtel
20251109,C1003059,Active,Low Usage,Airtel
20251109,C1003060,Active,Low Usage,
20251109,C1003061,Active,Network Issue,Airtel
20251109,C1003062,Active,,Jio
20251109,C1003063,Active,Low Usage,Jio
20251109,C1003064,Active,Network Issue,Airtel
20251109,C1003065,Active,Network Issue,
20251109,C1003066,Active,Network Issue,Vi
20251109,C1003067,Active,Price Too High,Vi
20251109,C1003068,Active,Better Competitor Offer,Jio
20251109,C1003069,Active,Better Competitor Offer,
20251109,C1003070,Active,Price Too High,Airtel
20251109,C1003071,Active,,
20251109,C1003072,Active,Price Too High,Airtel
20251109,C1003073,Active,Network Issue,Vi
20251109,C1003074,Active,Price Too High,Airtel
20251109,C1003075,Active,Better Competitor Offer,Jio
20251109,C1003076,Active,Price Too High,Jio
20251109,C1003077,Active,Price Too High,Jio
20251109,C1003078,Active,Network Issue,Airtel
20251109,C1003079,Active,Low Usage,Vi
20251109,C1003080,Active,,Jio
20251109,C1003081,Active,Price Too High,Airtel
20251109,C1003082,Active,Price Too High,Airtel
20251109,C1003083,Suspended,Better Competitor Offer,Airtel
20251109,C1003084,Active,Low Usage,Jio
20251109,C1003085,Active,Price Too High,Airtel
20251109,C1003086,Active,,Airtel
20251109,C1003087,Active,Better Competitor Offer,Jio
20251109,C1003088,Active,Price Too High,Vi
20251109,C1003089,Active,Better Competitor Offer,Jio
20251109,C1003090,Active,,
20251109,C1003091,Active,Low Usage,
20251109,C1003092,Active,Network Issue,Vi
20251109,C1003093,Active,Price Too High,Airtel
20251109,C1003094,Active,Price Too High,Vi
20251109,C1003095,Active,Price Too High,Vi
20251109,C1003096,Active,Low Usage,Airtel
20251109,C1003097,Active,Low Usage,Jio
20251109,C1003098,Active,Low Usage,Jio
20251109,C1003099,Active,,Jio
20251109,C1003100,Active,Price Too High,Vi
20251109,C1003101,Active,,
20251109,C1003102,Active,Low Usage,Airtel
20251109,C1003103,Active,Price Too High,Jio
20251109,C1003104,Active,Low Usage,Jio
20251109,C1003105,Active,Network Issue,Airtel
20251109,C1003106,Active,Low Usage,Jio
20251109,C1003107,Active,Better Competitor Offer,Airtel
20251109,C1003108,Active,Price Too High,Jio
20251109,C1003109,Active,Better Competitor Offer,Vi
20251109,C1003110,Active,Better Competitor Offer,Vi
20251109,C1003111,Active,Network Issue,
20251109,C1003112,Active,Network Issue,Vi
20251109,C1003113,Active,Price Too High,Jio
20251109,C1003114,Active,Better Competitor Offer,BSNL
20251109,C1003115,Active,,Jio
20251109,C1003116,Active,,Vi
20251109,C1003117,Active,Better Competitor Offer,Jio
20251109,C1003118,Active,Low Usage,Jio
20251109,C1003119,Active,Price Too High,Airtel
20251109,C1003120,Active,Low Usage,Jio
20251109,C1003121,Active,Network Issue,Airtel
20251109,C1003122,Active,Price Too High,Airtel
20251109,C1003123,Active,Better Competitor Offer,BSNL
20251109,C1003124,Active,Network Issue,Airtel
20251109,C1003125,Active,Low Usage,Airtel
20251109,C1003126,Active,Low Usage,BSNL
20251109,C1003127,Active,Price Too High,Jio
20251109,C1003128,Active,Price Too High,BSNL
20251109,C1003129,Active,,BSNL
20251109,C1003130,Active,Low Usage,
20251109,C1003131,Active,Price Too High,Airtel
20251109,C1003132,Active,Price Too High,Airtel
20251109,C1003133,Active,Better Competitor Offer,Vi
20251109,C1003134,Active,Better Competitor Offer,Jio
20251109,C1003135,Active,Network Issue,Jio
20251109,C1003136,Active,Price Too High,Airtel
20251109,C1003137,Active,,Vi
20251109,C1003138,Active,Better Competitor Offer,Jio
20251109,C1003139,Active,,Vi
20251109,C1003140,Active,Low Usage,Jio
20251109,C1003141,Active,,Vi
20251109,C1003142,Active,Network Issue,Airtel
20251109,C1003143,Active,Low Usage,Jio
20251109,C1003144,Active,Network Issue,Jio
20251109,C1003145,Active,Better Competitor Offer,Jio
20251109,C1003146,Active,Price Too High,Jio
20251109,C1003147,Active,Price Too High,Airtel
20251109,C1003148,Active,,
20251109,C1003149,Active,,Vi
20251109,C1003150,Active,Network Issue,BSNL
20251109,C1003151,Active,Better Competitor Offer,
20251109,C1003152,Active,Price Too High,Airtel
20251109,C1003153,Active,Price Too High,Jio
20251109,C1003154,Active,Low Usage,
20251109,C1003155,Active,Price Too High,Vi
20251109,C1003156,Active,,
20251109,C1003157,Active,Network Issue,Vi
20251109,C1003158,Active,Better Competitor Offer,BSNL
20251109,C1003159,Active,Better Competitor Offer,
20251109,C1003160,Active,Price Too High,BSNL
20251109,C1003161,Active,Price Too High,Vi
20251109,C1003162,Active,Low Usage,Airtel
20251109,C1003163,Active,Low Usage,BSNL
20251109,C1003164,Active,Price Too High,BSNL
20251109,C1003165,Active,Better Competitor Offer,Airtel
20251109,C1003166,Active,Network Issue,Airtel
20251109,C1003167,Active,Network Issue,Vi
20251109,C1003168,Active,Price Too High,Jio
20251109,C1003169,Active,Network Issue,Jio
20251109,C1003170,Active,Low Usage,Jio
20251109,C1003171,Active,Low Usage,
20251109,C1003172,Active,,Airtel
20251109,C1003173,Active,Better Competitor Offer,Airtel
20251109,C1003174,Active,,BSNL
20251109,C1003175,Active,Better Competitor Offer,Jio
20251109,C1003176,Active,Better Competitor Offer,Jio
20251109,C1003177,Active,,
20251109,C1003178,Active,Better Competitor Offer,Vi
20251109,C1003179,Active,Network Issue,Jio
20251109,C1003180,Active,Low Usage,BSNL
20251109,C1003181,Active,,BSNL
20251109,C1003182,Active,Low Usage,BSNL
20251109,C1003183,Active,Better Competitor Offer,Jio
20251109,C1003184,Active,Better Competitor Offer,Airtel
20251109,C1003185,Active,,Vi
20251109,C1003186,Active,Network Issue,Airtel
20251109,C1003187,Active,Better Competitor Offer,Jio
20251109,C1003188,Active,Price Too High,Jio
20251109,C1003189,Active,Better Competitor Offer,Vi
20251109,C1003190,Active,Better Competitor Offer,Airtel
20251109,C1003191,Active,Network Issue,Jio
20251109,C1003192,Active,Network Issue,BSNL
20251109,C1003193,Active,Better Competitor Offer,Airtel
20251109,C1003194,Active,Network Issue,Airtel
20251109,C1003195,Active,Price Too High,Vi
20251109,C1003196,Active,Low Usage,Airtel
20251109,C1003197,Active,Price Too High,Vi
20251109,C1003198,Active,Price Too High,Jio
20251109,C1003199,Active,,Jio
20251109,C1003200,Active,Network Issue,Vi
20251109,C1003201,Active,Price Too High,
20251109,C1003202,Active,Better Competitor Offer,Jio
20251109,C1003203,Active,Low Usage,Vi
20251109,C1003204,Active,,Jio
20251109,C1003205,Active,,Airtel
20251109,C1003206,Active,Low Usage,Jio
20251109,C1003207,Active,Network Issue,
20251109,C1003208,Active,Network Issue,Airtel
20251109,C1003209,Active,Price Too High,Jio
20251109,C1003210,Active,Network Issue,Vi
20251109,C1003211,Active,Low Usage,Jio
20251109,C1003212,Active,Better Competitor Offer,Jio
20251109,C1003213,Active,Network Issue,Jio
20251109,C1003214,Active,Low Usage,
20251109,C1003215,Active,Network Issue,Jio
20251109,C1003216,Churned,Price Too High,
20251109,C1003217,Active,Better Competitor Offer,Jio
20251109,C1003218,Active,Price Too High,Jio
20251109,C1003219,Active,Price Too High,
20251109,C1003220,Active,Network Issue,Vi
20251109,C1003221,Active,Price Too High,Airtel
20251109,C1003222,Active,Low Usage,Airtel
20251109,C1003223,Active,,Jio
20251109,C1003224,Active,Price Too High,Vi
20251109,C1003225,Active,Price Too High,Vi
20251109,C1003226,Active,Low Usage,Jio
20251109,C1003227,Active,,
20251109,C1003228,Active,Price Too High,Airtel
20251109,C1003229,Active,Price Too High,Jio
20251109,C1003230,Active,Low Usage,Airtel
20251109,C1003231,Active,Better Competitor Offer,
20251109,C1003232,Active,Network Issue,Airtel
20251109,C1003233,Active,Better Competitor Offer,Vi
20251109,C1003234,Active,Network Issue,
20251109,C1003235,Churned,Better Competitor Offer,Vi
20251109,C1003236,Active,Better Competitor Offer,Vi
20251109,C1003237,Active,,Jio
20251109,C1003238,Active,Price Too High,Vi
20251109,C1003239,Active,Price Too High,Airtel
20251109,C1003240,Active,Network Issue,
20251109,C1003241,Suspended,,Jio
20251109,C1003242,Active,Network Issue,Jio
20251109,C1003243,Active,Price Too High,Jio
20251109,C1003244,Active,Network Issue,Airtel
20251109,C1003245,Active,Low Usage,Jio
20251109,C1003246,Active,Price Too High,BSNL
20251109,C1003247,Active,Price Too High,
20251109,C1003248,Active,Price Too High,Vi
20251109,C1003249,Active,,Jio
20251109,C1003250,Active,Better Competitor Offer,Airtel
20251109,C1003251,Active,Low Usage,
20251109,C1003252,Active,,Jio
20251109,C1003253,Active,,Vi
20251109,C1003254,Active,Price Too High,Airtel
20251109,C1003255,Active,,
20251109,C1003256,Active,Network Issue,Jio
20251109,C1003257,Active,Price Too High,Jio
20251109,C1003258,Active,,Vi
20251109,C1003259,Active,Price Too High,Airtel
20251109,C1003260,Active,Price Too High,Vi
20251109,C1003261,Active,Price Too High,Jio
20251109,C1003262,Active,Better Competitor Offer,Airtel
20251109,C1003263,Active,Price Too High,Airtel
20251109,C1003264,Active,Low Usage,Airtel
20251109,C1003265,Active,,
20251109,C1003266,Active,Better Competitor Offer,
20251109,C1003267,Active,Network Issue,BSNL
20251109,C1003268,Active,,BSNL
20251109,C1003269,Active,Price Too High,Airtel
20251109,C1003270,Active,Network Issue,Jio
20251109,C1003271,Active,Network Issue,Vi
20251109,C1003272,Active,Better Competitor Offer,Jio
20251109,C1003273,Active,Network Issue,Jio
20251109,C1003274,Active,Network Issue,Vi
20251109,C1003275,Active,Price Too High,Vi
20251109,C1003276,Active,Price Too High,Airtel
20251109,C1003277,Active,Better Competitor Offer,BSNL
20251109,C1003278,Active,Low Usage,
20251109,C1003279,Active,Low Usage,Airtel
20251109,C1003280,Active,Price Too High,Vi
20251109,C1003281,Active,Network Issue,Jio
20251109,C1003282,Active,,
20251109,C1003283,Active,Network Issue,Jio
20251109,C1003284,Active,,
20251109,C1003285,Active,Network Issue,
20251109,C1003286,Active,,Vi
20251109,C1003287,Active,Price Too High,BSNL
20251109,C1003288,Active,Price Too High,Airtel
20251109,C1003289,Active,Low Usage,
20251109,C1003290,Active,Better Competitor Offer,Vi
20251109,C1003291,Active,Price Too High,Airtel
20251109,C1003292,Active,Better Competitor Offer,Jio
20251109,C1003293,Active,Low Usage,Airtel
20251109,C1003294,Active,Network Issue,BSNL
20251109,C1003295,Active,Network Issue,
20251109,C1003296,Active,Price Too High,BSNL
20251109,C1003297,Active,Network Issue,Jio
20251109,C1003298,Active,Better Competitor Offer,Airtel
20251109,C1003299,Active,Network Issue,Vi
20251109,C1003300,Active,Price Too High,Vi
20251109,C1003301,Active,Network Issue,Airtel
20251109,C1003302,Active,Better Competitor Offer,Vi
20251109,C1003303,Active,Network Issue,Vi
20251109,C1003304,Active,Network Issue,Vi
20251109,C1003305,Active,Network Issue,Vi
20251109,C1003306,Active,,Vi
20251109,C1003307,Active,Network Issue,Jio
20251109,C1003308,Active,Low Usage,
20251109,C1003309,Active,Network Issue,Jio
20251109,C1003310,Active,Network Issue,Vi
20251109,C1003311,Active,Better Competitor Offer,Jio
20251109,C1003312,Active,Price Too High,Vi
20251109,C1003313,Active,,
20251109,C1003314,Active,,Jio
20251109,C1003315,Active,Low Usage,
20251109,C1003316,Active,Better Competitor Offer,Jio
