customer_id,customer_age,customer_gender,city_identifier,activation_date,customer_type,user_segment,kyc_status,sim_type
C1001678,24,Male,1008,12-06-2024,Prepaid,Self-employed,Rejected,Physical SIM
C1001679,57,Male,1044,26-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1001680,18,Male,1024,31-07-2023,Prepaid,Salaried,Verified,eSIM
C1001681,31,Male,1036,10-06-2025,Postpaid,Rural Worker,Verified,Physical SIM
C1001682,57,Female,1074,05-09-2023,Prepaid,Salaried,Verified,Physical SIM
C1001683,44,Female,1048,06-04-2023,Postpaid,Self-employed,Verified,Physical SIM
C1001684,21,Female,1002,11-06-2023,Prepaid,Student,Verified,Physical SIM
C1001685,37,Female,1008,04-02-2023,Postpaid,Senior,Verified,Physical SIM
C1001686,59,Male,1058,27-11-2025,Postpaid,Student,Verified,eSIM
C1001687,35,Male,1051,30-01-2024,Postpaid,Salaried,Verified,Physical SIM
C1001688,40,Male,1037,25-04-2025,Prepaid,Student,Verified,Physical SIM
C1001689,40,Female,1059,20-05-2024,Postpaid,Salaried,Verified,Physical SIM
C1001690,46,Female,1017,04-09-2025,Prepaid,Student,Verified,Physical SIM
C1001691,26,Female,1018,12-11-2024,Prepaid,Student,Verified,Physical SIM
C1001692,54,Male,1031,16-09-2023,Prepaid,Student,Verified,Physical SIM
C1001693,60,Female,1060,02-05-2023,Prepaid,Student,Verified,Physical SIM
C1001694,24,Male,1074,02-07-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001695,53,Male,1019,17-09-2024,Prepaid,Salaried,Verified,Physical SIM
C1001696,53,Male,1047,31-01-2023,Prepaid,Student,Verified,Physical SIM
C1001697,49,Female,1034,15-05-2025,Prepaid,Rural Worker,Pending,Physical SIM
C1001698,33,Female,1067,02-11-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001699,38,Male,1061,26-08-2025,Postpaid,Salaried,Verified,Physical SIM
C1001700,54,Male,1013,08-05-2023,Prepaid,Salaried,Verified,Physical SIM
C1001701,24,Female,1052,16-08-2025,Postpaid,Salaried,Verified,Physical SIM
C1001702,53,Male,1002,20-07-2025,Postpaid,Salaried,Verified,Physical SIM
C1001703,57,Male,1038,06-07-2024,Prepaid,Rural Worker,Verified,Physical SIM
C1001704,47,Male,1021,23-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1001705,32,Female,1028,15-08-2025,Prepaid,Senior,Verified,Physical SIM
C1001706,42,Female,1025,18-05-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001707,20,Female,1043,26-07-2024,Prepaid,Senior,Verified,Physical SIM
C1001708,58,Female,1064,20-12-2023,Prepaid,Salaried,Verified,Physical SIM
C1001709,32,Male,1039,20-03-2023,Prepaid,Self-employed,Pending,Physical SIM
C1001710,20,Male,1065,16-09-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001711,52,Male,1073,02-11-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001712,46,Male,1017,17-07-2025,Prepaid,Student,Verified,Physical SIM
C1001713,44,Female,1062,03-01-2023,Prepaid,Student,Verified,Physical SIM
C1001714,20,Female,1017,02-04-2024,Postpaid,Salaried,Verified,Physical SIM
C1001715,50,Male,1009,01-11-2023,Prepaid,Salaried,Verified,Physical SIM
C1001716,45,Prefer Not To Say,1016,06-04-2024,Prepaid,Rural Worker,Verified,Physical SIM
C1001717,52,Male,1031,19-02-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001718,53,Female,1013,30-07-2024,Prepaid,Student,Verified,Physical SIM
C1001719,27,Female,1045,02-08-2024,Prepaid,Salaried,Verified,Physical SIM
C1001720,27,Female,1045,21-09-2023,Prepaid,Salaried,Verified,Physical SIM
C1001721,57,Male,1053,27-08-2024,Prepaid,Self-employed,Verified,eSIM
C1001722,40,Male,1069,03-08-2024,Postpaid,Rural Worker,Verified,eSIM
C1001723,36,Male,1014,10-11-2024,Prepaid,Student,Verified,Physical SIM
C1001724,30,Male,1074,07-09-2023,Prepaid,Salaried,Verified,eSIM
C1001725,45,Female,1063,30-05-2023,Postpaid,Senior,Verified,Physical SIM
C1001726,50,Male,1005,12-12-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001727,18,Female,1048,19-01-2023,Postpaid,Rural Worker,Verified,Physical SIM
C1001728,41,Male,1020,11-01-2025,Prepaid,Salaried,Verified,Physical SIM
C1001729,60,Male,1006,10-10-2023,Prepaid,Salaried,Verified,Physical SIM
C1001730,30,Male,1052,05-12-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001731,30,Female,1005,24-02-2023,Prepaid,Student,Verified,Physical SIM
C1001732,55,Male,1014,12-07-2024,Prepaid,Self-employed,Verified,Physical SIM
C1001733,20,Male,1052,07-02-2023,Postpaid,Self-employed,Verified,Physical SIM
C1001734,35,Female,1007,20-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1001735,37,Female,1057,09-10-2023,Postpaid,Salaried,Rejected,Physical SIM
C1001736,52,Male,1002,01-11-2024,Prepaid,Self-employed,Verified,eSIM
C1001737,23,Female,1024,29-11-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1001738,36,Female,1020,23-08-2024,Postpaid,Salaried,Verified,Physical SIM
C1001739,24,Female,1013,05-05-2025,Postpaid,Self-employed,Verified,Physical SIM
C1001740,51,Female,1040,30-07-2023,Prepaid,Student,Verified,eSIM
C1001741,45,Male,1017,21-01-2024,Prepaid,Rural Worker,Verified,Physical SIM
C1001742,39,Male,1012,19-05-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001743,34,Female,1030,05-02-2024,Prepaid,Student,Verified,Physical SIM
C1001744,24,Male,1038,10-09-2025,Postpaid,Self-employed,Verified,Physical SIM
C1001745,57,Female,1048,17-09-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001746,45,Female,1007,05-03-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001747,31,Female,1015,06-12-2024,Prepaid,Salaried,Verified,Physical SIM
C1001748,35,Male,1004,01-01-2024,Prepaid,Self-employed,Verified,Physical SIM
C1001749,49,Male,1060,10-06-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001750,48,Male,1042,18-11-2025,Prepaid,Salaried,Verified,Physical SIM
C1001751,37,Female,1019,09-07-2025,Prepaid,Salaried,Verified,Physical SIM
C1001752,31,Female,1040,04-01-2024,Postpaid,Rural Worker,Verified,Physical SIM
C1001753,46,Female,1061,30-06-2023,Postpaid,Salaried,Verified,Physical SIM
C1001754,46,Male,1058,31-08-2025,Prepaid,Salaried,Verified,eSIM
C1001755,43,Female,1070,18-01-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1001756,21,Other,1018,28-04-2025,Postpaid,Student,Verified,Physical SIM
C1001757,38,Male,1013,13-10-2023,Postpaid,Self-employed,Pending,Physical SIM
C1001758,44,Male,1058,30-03-2025,Postpaid,Salaried,Verified,Physical SIM
C1001759,58,Male,1069,25-09-2024,Prepaid,Student,Verified,Physical SIM
C1001760,40,Female,1014,04-05-2023,Prepaid,Senior,Verified,Physical SIM
C1001761,32,Male,1053,25-08-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001762,41,Female,1044,23-09-2025,Prepaid,Salaried,Verified,eSIM
C1001763,25,Male,1067,25-11-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1001764,21,Male,1015,19-06-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1001765,47,Female,1027,24-06-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001766,60,Male,1047,11-04-2024,Prepaid,Student,Verified,Physical SIM
C1001767,54,Female,1065,06-12-2024,Prepaid,Student,Verified,Physical SIM
C1001768,43,Female,1062,28-05-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001769,19,Male,1036,28-11-2024,Prepaid,Rural Worker,Verified,Physical SIM
C1001770,60,Male,1028,20-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1001771,37,Male,1015,01-02-2025,Postpaid,Salaried,Verified,Physical SIM
C1001772,30,Male,1031,29-03-2023,Prepaid,Student,Verified,Physical SIM
C1001773,56,Male,1075,28-06-2024,Prepaid,Salaried,Verified,Physical SIM
C1001774,50,Female,1018,06-10-2024,Prepaid,Salaried,Verified,Physical SIM
C1001775,50,Female,1072,18-12-2024,Prepaid,Student,Verified,Physical SIM
C1001776,29,Other,1021,23-08-2023,Prepaid,Salaried,Verified,eSIM
C1001777,60,Female,1010,24-04-2025,Prepaid,Salaried,Verified,Physical SIM
C1001778,37,Male,1054,17-12-2023,Postpaid,Salaried,Verified,Physical SIM
C1001779,40,Female,1035,19-09-2024,Prepaid,Rural Worker,Verified,Physical SIM
C1001780,50,Female,1055,21-01-2025,Postpaid,Student,Verified,Physical SIM
C1001781,46,Male,1074,11-02-2023,Prepaid,Student,Verified,Physical SIM
C1001782,25,Male,1012,13-10-2025,Prepaid,Salaried,Verified,eSIM
C1001783,31,Male,1042,27-06-2024,Prepaid,Salaried,Verified,Physical SIM
C1001784,33,Male,1020,09-01-2023,Prepaid,Salaried,Verified,eSIM
C1001785,58,Female,1038,27-09-2024,Postpaid,Senior,Verified,Physical SIM
C1001786,48,Male,1020,04-10-2023,Prepaid,Salaried,Verified,Physical SIM
C1001787,33,Female,1015,21-07-2025,Prepaid,Salaried,Verified,Physical SIM
C1001788,49,Male,1039,25-06-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001789,49,Female,1032,06-01-2023,Postpaid,Rural Worker,Pending,Physical SIM
C1001790,34,Male,1058,11-02-2025,Prepaid,Salaried,Verified,Physical SIM
C1001791,35,Female,1038,21-02-2023,Prepaid,Student,Verified,Physical SIM
C1001792,56,Male,1046,01-08-2023,Prepaid,Salaried,Verified,Physical SIM
C1001793,42,Male,1054,27-01-2024,Prepaid,Salaried,Verified,Physical SIM
C1001794,24,Male,1005,17-07-2025,Prepaid,Salaried,Verified,Physical SIM
C1001795,48,Female,1034,05-05-2025,Prepaid,Self-employed,Verified,eSIM
C1001796,43,Prefer Not To Say,1040,02-10-2024,Postpaid,Salaried,Verified,Physical SIM
C1001797,39,Female,1048,30-05-2024,Prepaid,Salaried,Verified,eSIM
C1001798,49,Female,1003,16-12-2024,Prepaid,Self-employed,Verified,Physical SIM
C1001799,57,Female,1008,22-11-2023,Prepaid,Salaried,Verified,Physical SIM
C1001800,32,Female,1064,31-07-2025,Prepaid,Student,Verified,Physical SIM
C1001801,36,Male,1058,08-01-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001802,26,Female,1032,14-09-2024,Postpaid,Student,Verified,Physical SIM
C1001803,45,Female,1001,21-06-2024,Prepaid,Student,Verified,Physical SIM
C1001804,35,Male,1020,02-11-2024,Prepaid,Student,Verified,Physical SIM
C1001805,32,Male,1049,03-09-2024,Postpaid,Salaried,Verified,Physical SIM
C1001806,47,Male,1052,29-12-2024,Prepaid,Salaried,Verified,Physical SIM
C1001807,35,Male,1062,01-04-2024,Prepaid,Salaried,Verified,Physical SIM
C1001808,37,Female,1042,14-11-2023,Prepaid,Salaried,Verified,Physical SIM
C1001809,36,Male,1058,11-02-2025,Prepaid,Salaried,Verified,Physical SIM
C1001810,29,Female,1018,22-11-2023,Prepaid,Student,Verified,eSIM
C1001811,23,Female,1012,17-01-2023,Postpaid,Self-employed,Verified,Physical SIM
C1001812,53,Female,1026,19-03-2023,Postpaid,Senior,Verified,Physical SIM
C1001813,21,Male,1064,02-01-2023,Prepaid,Salaried,Verified,Physical SIM
C1001814,31,Female,1067,10-07-2024,Postpaid,Salaried,Verified,Physical SIM
C1001815,46,Male,1006,28-12-2024,Prepaid,Self-employed,Rejected,eSIM
C1001816,23,Female,1015,03-11-2023,Postpaid,Student,Verified,Physical SIM
C1001817,46,Male,1005,29-01-2023,Postpaid,Salaried,Verified,Physical SIM
C1001818,49,Male,1058,14-11-2024,Postpaid,Rural Worker,Verified,eSIM
C1001819,46,Female,1062,26-12-2023,Postpaid,Student,Verified,Physical SIM
C1001820,31,Female,1070,29-04-2025,Postpaid,Student,Verified,Physical SIM
C1001821,18,Male,1014,26-01-2024,Prepaid,Salaried,Verified,Physical SIM
C1001822,56,Male,1039,23-11-2024,Prepaid,Salaried,Verified,Physical SIM
C1001823,32,Female,1034,15-10-2024,Prepaid,Salaried,Verified,eSIM
C1001824,52,Male,1074,30-10-2023,Prepaid,Student,Verified,Physical SIM
C1001825,26,Female,1071,02-04-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001826,24,Female,1063,19-05-2025,Postpaid,Salaried,Verified,Physical SIM
C1001827,51,Female,1016,25-05-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1001828,58,Male,1026,06-12-2023,Postpaid,Salaried,Verified,Physical SIM
C1001829,55,Female,1059,26-10-2023,Prepaid,Student,Verified,Physical SIM
C1001830,50,Male,1046,05-11-2023,Postpaid,Salaried,Verified,Physical SIM
C1001831,28,Female,1044,22-06-2023,Postpaid,Salaried,Verified,Physical SIM
C1001832,57,Male,1006,25-07-2025,Prepaid,Salaried,Verified,eSIM
C1001833,46,Female,1031,10-11-2025,Prepaid,Salaried,Verified,Physical SIM
C1001834,25,Male,1074,29-05-2025,Prepaid,Salaried,Verified,Physical SIM
C1001835,23,Male,1035,16-02-2023,Postpaid,Student,Verified,Physical SIM
C1001836,55,Female,1067,02-10-2025,Postpaid,Salaried,Verified,eSIM
C1001837,29,Female,1031,16-05-2025,Prepaid,Student,Verified,Physical SIM
C1001838,50,Male,1064,14-03-2023,Prepaid,Salaried,Verified,Physical SIM
C1001839,23,Prefer Not To Say,1063,22-01-2023,Prepaid,Student,Verified,Physical SIM
C1001840,30,Other,1047,24-09-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001841,30,Female,1062,31-05-2024,Postpaid,Self-employed,Verified,eSIM
C1001842,30,Male,1004,11-01-2024,Prepaid,Student,Verified,Physical SIM
C1001843,47,Female,1029,14-11-2024,Postpaid,Student,Verified,Physical SIM
C1001844,57,Female,1007,08-01-2025,Postpaid,Student,Verified,Physical SIM
C1001845,57,Male,1053,23-05-2024,Postpaid,Salaried,Verified,Physical SIM
C1001846,49,Male,1022,08-02-2024,Prepaid,Salaried,Verified,Physical SIM
C1001847,26,Male,1040,24-08-2024,Prepaid,Salaried,Verified,Physical SIM
C1001848,59,Male,1064,21-04-2023,Postpaid,Senior,Verified,Physical SIM
C1001849,41,Female,1057,28-01-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001850,41,Male,1050,25-04-2025,Postpaid,Student,Verified,Physical SIM
C1001851,48,Female,1004,14-06-2023,Prepaid,Student,Verified,Physical SIM
C1001852,51,Female,1047,12-11-2025,Prepaid,Student,Verified,Physical SIM
C1001853,58,Female,1026,12-08-2024,Postpaid,Student,Verified,Physical SIM
C1001854,43,Male,1075,15-07-2024,Postpaid,Salaried,Rejected,Physical SIM
C1001855,44,Male,1026,31-05-2025,Prepaid,Student,Verified,Physical SIM
C1001856,50,Female,1057,09-08-2023,Prepaid,Student,Verified,eSIM
C1001857,28,Male,1045,07-08-2024,Prepaid,Student,Pending,Physical SIM
C1001858,31,Other,1026,11-05-2024,Prepaid,Self-employed,Verified,eSIM
C1001859,44,Male,1016,15-06-2024,Prepaid,Student,Verified,Physical SIM
C1001860,20,Male,1020,10-09-2025,Prepaid,Senior,Pending,Physical SIM
C1001861,31,Female,1040,18-11-2025,Prepaid,Salaried,Verified,Physical SIM
C1001862,48,Male,1067,08-03-2024,Prepaid,Salaried,Verified,Physical SIM
C1001863,59,Male,1074,20-02-2024,Prepaid,Salaried,Verified,Physical SIM
C1001864,40,Male,1024,13-10-2023,Prepaid,Salaried,Pending,Physical SIM
C1001865,35,Male,1004,15-02-2024,Prepaid,Salaried,Verified,eSIM
C1001866,36,Male,1017,05-04-2024,Prepaid,Salaried,Verified,Physical SIM
C1001867,47,Female,1038,20-03-2023,Prepaid,Salaried,Verified,eSIM
C1001868,41,Male,1031,04-09-2023,Prepaid,Salaried,Rejected,Physical SIM
C1001869,18,Female,1011,14-04-2025,Prepaid,Student,Verified,eSIM
C1001870,41,Female,1013,01-02-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001871,35,Male,1044,14-03-2023,Postpaid,Salaried,Verified,Physical SIM
C1001872,48,Male,1020,08-08-2025,Postpaid,Self-employed,Verified,Physical SIM
C1001873,55,Male,1019,26-05-2023,Postpaid,Rural Worker,Verified,eSIM
C1001874,59,Male,1029,22-06-2023,Postpaid,Salaried,Verified,Physical SIM
C1001875,44,Male,1068,02-03-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1001876,33,Male,1064,15-06-2023,Postpaid,Salaried,Verified,Physical SIM
C1001877,37,Male,1024,24-07-2023,Prepaid,Salaried,Verified,Physical SIM
C1001878,25,Female,1058,07-08-2025,Postpaid,Salaried,Verified,Physical SIM
C1001879,58,Male,1072,12-04-2024,Postpaid,Salaried,Verified,Physical SIM
C1001880,54,Female,1022,27-07-2023,Postpaid,Salaried,Verified,Physical SIM
C1001881,54,Female,1001,14-02-2023,Prepaid,Salaried,Verified,eSIM
C1001882,32,Female,1018,20-09-2023,Prepaid,Student,Verified,Physical SIM
C1001883,31,Male,1063,14-03-2024,Prepaid,Salaried,Verified,Physical SIM
C1001884,54,Male,1008,13-04-2024,Prepaid,Self-employed,Verified,Physical SIM
C1001885,41,Male,1020,27-05-2024,Postpaid,Salaried,Verified,Physical SIM
C1001886,48,Other,1072,02-08-2023,Prepaid,Student,Verified,Physical SIM
C1001887,39,Male,1016,28-04-2023,Prepaid,Student,Verified,Physical SIM
C1001888,37,Female,1036,30-05-2024,Prepaid,Rural Worker,Verified,Physical SIM
C1001889,45,Male,1067,28-02-2023,Prepaid,Senior,Pending,Physical SIM
C1001890,52,Male,1064,07-08-2025,Prepaid,Salaried,Verified,Physical SIM
C1001891,32,Male,1023,01-12-2023,Prepaid,Student,Rejected,Physical SIM
C1001892,52,Female,1019,26-11-2024,Prepaid,Salaried,Verified,eSIM
C1001893,28,Female,1044,23-11-2024,Prepaid,Salaried,Verified,Physical SIM
C1001894,35,Male,1025,10-02-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001895,57,Female,1056,08-10-2024,Prepaid,Salaried,Verified,Physical SIM
C1001896,59,Female,1051,02-11-2024,Prepaid,Self-employed,Verified,eSIM
C1001897,57,Male,1032,15-05-2023,Prepaid,Salaried,Verified,Physical SIM
C1001898,31,Female,1031,10-09-2024,Prepaid,Rural Worker,Verified,Physical SIM
C1001899,54,Female,1008,08-04-2023,Prepaid,Salaried,Verified,Physical SIM
C1001900,58,Prefer Not To Say,1053,08-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1001901,60,Male,1070,19-07-2023,Prepaid,Salaried,Rejected,Physical SIM
C1001902,18,Male,1066,15-12-2023,Postpaid,Salaried,Verified,Physical SIM
C1001903,50,Female,1049,20-07-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1001904,60,Female,1055,14-08-2025,Postpaid,Salaried,Verified,Physical SIM
C1001905,50,Female,1067,19-09-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1001906,28,Male,1017,19-10-2025,Prepaid,Salaried,Verified,Physical SIM
C1001907,50,Female,1058,09-07-2024,Postpaid,Salaried,Verified,Physical SIM
C1001908,22,Male,1008,07-07-2025,Prepaid,Salaried,Verified,Physical SIM
C1001909,38,Prefer Not To Say,1059,18-08-2025,Postpaid,Student,Verified,eSIM
C1001910,44,Male,1017,22-10-2023,Postpaid,Self-employed,Verified,Physical SIM
C1001911,37,Female,1045,20-05-2023,Prepaid,Student,Pending,Physical SIM
C1001912,48,Female,1001,26-02-2024,Postpaid,Salaried,Verified,Physical SIM
C1001913,28,Female,1001,30-11-2024,Postpaid,Salaried,Pending,Physical SIM
C1001914,44,Female,1049,07-05-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001915,45,Male,1067,21-11-2024,Prepaid,Rural Worker,Verified,Physical SIM
C1001916,45,Female,1009,13-12-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001917,30,Male,1063,23-04-2024,Postpaid,Salaried,Verified,Physical SIM
C1001918,31,Male,1057,11-02-2024,Postpaid,Salaried,Verified,Physical SIM
C1001919,29,Female,1055,24-02-2025,Postpaid,Salaried,Verified,eSIM
C1001920,37,Female,1021,18-12-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1001921,43,Female,1066,20-05-2024,Prepaid,Student,Verified,Physical SIM
C1001922,33,Female,1046,03-11-2024,Prepaid,Senior,Pending,Physical SIM
C1001923,35,Male,1014,01-07-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001924,30,Male,1067,02-05-2024,Prepaid,Self-employed,Verified,Physical SIM
C1001925,27,Male,1022,25-05-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001926,46,Male,1038,19-08-2024,Prepaid,Salaried,Verified,Physical SIM
C1001927,53,Female,1012,19-01-2023,Prepaid,Salaried,Verified,Physical SIM
C1001928,30,Female,1030,07-12-2024,Prepaid,Salaried,Verified,Physical SIM
C1001929,55,Female,1049,07-02-2024,Prepaid,Student,Verified,Physical SIM
C1001930,42,Female,1068,19-11-2024,Prepaid,Self-employed,Verified,Physical SIM
C1001931,25,Male,1033,17-05-2023,Prepaid,Salaried,Verified,Physical SIM
C1001932,33,Male,1047,14-06-2024,Postpaid,Rural Worker,Verified,Physical SIM
C1001933,18,Female,1008,10-07-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1001934,19,Female,1018,12-08-2024,Prepaid,Student,Verified,Physical SIM
C1001935,32,Female,1044,20-02-2023,Prepaid,Salaried,Verified,eSIM
C1001936,37,Male,1004,10-07-2024,Prepaid,Salaried,Verified,Physical SIM
C1001937,52,Female,1026,03-04-2024,Prepaid,Student,Verified,Physical SIM
C1001938,23,Female,1005,15-05-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001939,54,Female,1037,24-02-2025,Prepaid,Self-employed,Verified,eSIM
C1001940,28,Male,1020,10-06-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001941,23,Male,1020,15-08-2024,Prepaid,Salaried,Verified,Physical SIM
C1001942,48,Male,1035,08-07-2024,Prepaid,Self-employed,Verified,Physical SIM
C1001943,51,Female,1013,15-01-2024,Prepaid,Salaried,Verified,Physical SIM
C1001944,44,Female,1057,21-10-2023,Prepaid,Senior,Verified,Physical SIM
C1001945,22,Male,1034,13-01-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001946,22,Female,1068,25-05-2024,Prepaid,Self-employed,Verified,Physical SIM
C1001947,34,Female,1017,26-06-2024,Prepaid,Student,Verified,Physical SIM
C1001948,37,Male,1005,03-02-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001949,60,Female,1031,16-12-2023,Prepaid,Salaried,Verified,Physical SIM
C1001950,30,Female,1008,20-08-2024,Prepaid,Salaried,Verified,Physical SIM
C1001951,26,Male,1029,12-09-2023,Prepaid,Salaried,Verified,Physical SIM
C1001952,58,Male,1058,23-09-2024,Prepaid,Salaried,Verified,Physical SIM
C1001953,24,Female,1071,25-04-2024,Prepaid,Student,Verified,Physical SIM
C1001954,19,Female,1035,17-09-2025,Prepaid,Student,Verified,eSIM
C1001955,36,Male,1015,01-07-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001956,35,Female,1030,09-02-2023,Prepaid,Self-employed,Verified,Physical SIM
C1001957,44,Female,1022,09-12-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1001958,55,Male,1010,02-05-2025,Postpaid,Self-employed,Verified,Physical SIM
C1001959,58,Male,1060,13-09-2025,Prepaid,Salaried,Verified,Physical SIM
C1001960,30,Other,1055,01-11-2024,Prepaid,Self-employed,Verified,eSIM
C1001961,60,Female,1023,12-10-2024,Prepaid,Salaried,Verified,Physical SIM
C1001962,45,Female,1037,10-02-2025,Postpaid,Salaried,Verified,Physical SIM
C1001963,20,Male,1037,20-11-2025,Prepaid,Senior,Verified,Physical SIM
C1001964,58,Male,1033,30-09-2025,Postpaid,Rural Worker,Verified,Physical SIM
C1001965,23,Female,1058,30-10-2024,Prepaid,Student,Verified,Physical SIM
C1001966,43,Male,1053,10-01-2024,Prepaid,Self-employed,Verified,Physical SIM
C1001967,52,Female,1001,14-04-2023,Prepaid,Student,Verified,Physical SIM
C1001968,28,Male,1017,27-06-2023,Postpaid,Rural Worker,Verified,Physical SIM
C1001969,29,Male,1072,10-12-2024,Postpaid,Salaried,Verified,Physical SIM
C1001970,38,Female,1032,17-03-2023,Postpaid,Student,Verified,eSIM
C1001971,56,Other,1035,11-07-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001972,27,Other,1058,23-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1001973,46,Female,1057,30-08-2025,Prepaid,Student,Pending,Physical SIM
C1001974,37,Female,1043,06-07-2025,Prepaid,Self-employed,Verified,Physical SIM
C1001975,22,Male,1070,13-08-2024,Prepaid,Self-employed,Pending,Physical SIM
C1001976,48,Female,1045,31-03-2024,Postpaid,Salaried,Verified,Physical SIM
C1001977,53,Female,1066,08-05-2023,Prepaid,Self-employed,Pending,Physical SIM
C1001978,42,Female,1035,23-10-2025,Prepaid,Student,Verified,Physical SIM
C1001979,25,Male,1017,15-11-2024,Prepaid,Salaried,Verified,eSIM
C1001980,24,Female,1009,19-03-2024,Prepaid,Self-employed,Verified,Physical SIM
C1001981,36,Male,1042,02-06-2023,Prepaid,Salaried,Verified,Physical SIM
C1001982,39,Female,1067,29-06-2025,Postpaid,Salaried,Verified,Physical SIM
C1001983,41,Female,1031,01-03-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1001984,28,Male,1055,12-12-2024,Prepaid,Self-employed,Verified,Physical SIM
C1001985,39,Female,1040,14-08-2023,Prepaid,Salaried,Pending,Physical SIM
C1001986,30,Female,1061,04-11-2024,Prepaid,Salaried,Pending,Physical SIM
C1001987,47,Female,1059,14-04-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1001988,52,Male,1053,05-05-2025,Prepaid,Rural Worker,Rejected,Physical SIM
C1001989,46,Female,1027,19-04-2024,Prepaid,Student,Verified,Physical SIM
C1001990,18,Female,1031,06-04-2024,Prepaid,Salaried,Pending,Physical SIM
C1001991,60,Female,1036,02-10-2025,Postpaid,Student,Verified,eSIM
C1001992,19,Female,1062,16-07-2023,Prepaid,Student,Verified,eSIM
C1001993,60,Female,1046,04-12-2024,Prepaid,Salaried,Verified,Physical SIM
C1001994,19,Male,1013,29-08-2024,Postpaid,Salaried,Verified,Physical SIM
C1001995,40,Female,1021,09-01-2025,Prepaid,Self-employed,Verified,eSIM
C1001996,22,Female,1024,28-11-2024,Postpaid,Rural Worker,Verified,Physical SIM
C1001997,22,Male,1046,05-05-2025,Postpaid,Salaried,Verified,Physical SIM
C1001998,47,Male,1058,11-01-2024,Postpaid,Salaried,Verified,Physical SIM
C1001999,49,Female,1012,12-09-2023,Prepaid,Student,Verified,Physical SIM
C1002000,23,Female,1055,23-12-2024,Prepaid,Student,Verified,Physical SIM
C1002001,59,Female,1047,01-09-2024,Prepaid,Student,Verified,Physical SIM
C1002002,31,Male,1016,29-08-2025,Prepaid,Senior,Verified,Physical SIM
C1002003,31,Female,1011,29-01-2025,Postpaid,Student,Verified,eSIM
C1002004,30,Female,1012,10-09-2023,Prepaid,Self-employed,Verified,Physical SIM
C1002005,37,Male,1059,20-11-2023,Postpaid,Salaried,Verified,Physical SIM
C1002006,25,Female,1018,06-01-2025,Prepaid,Salaried,Verified,Physical SIM
C1002007,36,Female,1015,17-02-2024,Prepaid,Rural Worker,Pending,Physical SIM
C1002008,27,Female,1032,11-09-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1002009,20,Male,1049,16-01-2025,Postpaid,Salaried,Pending,Physical SIM
C1002010,33,Male,1034,31-01-2024,Prepaid,Rural Worker,Verified,Physical SIM
