billing_id,billing_month,customer_id,plan_id,billed_amount_inr,discount_applied_inr,late_fee_inr,refund_amount_inr,net_revenue_inr,billing_status
B5001355,2025-11,C1001355,2101,499,0,0,0,499,Billed
B5001356,2025-11,C1001356,2002,399,0,0,0,399,Billed
B5001357,2025-11,C1001357,2201,199,0,0,0,199,Billed
B5001358,2025-11,C1001358,2102,799,0,0,0,799,Billed
B5001359,2025-11,C1001359,2002,399,30,0,0,369,Billed
B5001360,2025-11,C1001360,2001,299,20,0,0,279,Billed
B5001361,2025-11,C1001361,2002,399,0,0,0,399,Billed
B5001362,2025-11,C1001362,2201,199,30,0,199,-30,Refunded
B5001363,2025-11,C1001363,2001,299,0,0,0,299,Billed
B5001364,2025-11,C1001364,2002,399,0,0,0,399,Billed
B5001365,2025-11,C1001365,2004,249,0,0,0,249,Billed
B5001366,2025-11,C1001366,2101,499,20,0,0,479,Billed
B5001367,2025-11,C1001367,2001,299,0,0,0,299,Billed
B5001368,2025-11,C1001368,2003,999,0,0,0,999,Billed
B5001369,2025-11,C1001369,2002,399,0,0,0,399,Billed
B5001370,2025-11,C1001370,2002,399,50,0,0,349,Billed
B5001371,2025-11,C1001371,2002,399,0,0,0,399,Billed
B5001372,2025-11,C1001372,2004,249,0,0,0,249,Billed
B5001373,2025-11,C1001373,2101,499,0,0,0,499,Billed
B5001374,2025-11,C1001374,2003,999,75,0,0,924,Billed
B5001375,2025-11,C1001375,2102,799,0,0,99,700,Refunded
B5001376,2025-11,C1001376,2001,299,0,0,0,299,Billed
B5001377,2025-11,C1001377,2002,399,30,0,199,170,Refunded
B5001378,2025-11,C1001378,2002,399,0,0,0,399,Billed
B5001379,2025-11,C1001379,2001,299,0,0,0,299,Billed
B5001380,2025-11,C1001380,2002,399,30,0,99,270,Refunded
B5001381,2025-11,C1001381,2101,499,0,0,0,499,Billed
B5001382,2025-11,C1001382,2002,399,0,0,0,399,Billed
B5001383,2025-11,C1001383,2002,399,0,0,0,399,Billed
B5001384,2025-11,C1001384,2201,199,30,0,0,169,Billed
B5001385,2025-11,C1001385,2002,399,0,0,0,399,Billed
B5001386,2025-11,C1001386,2002,399,0,0,0,399,Billed
B5001387,2025-11,C1001387,2103,999,100,50,0,949,Billed
B5001388,2025-11,C1001388,2201,199,30,0,0,169,Billed
B5001389,2025-11,C1001389,2003,999,0,0,0,999,Billed
B5001390,2025-11,C1001390,2005,499,0,0,0,499,Billed
B5001391,2025-11,C1001391,2003,999,0,0,0,999,Billed
B5001392,2025-11,C1001392,2003,999,0,0,99,900,Adjusted
B5001393,2025-11,C1001393,2003,999,0,0,0,999,Billed
B5001394,2025-11,C1001394,2002,399,0,0,0,399,Billed
B5001395,2025-11,C1001395,2201,199,20,0,0,179,Billed
B5001396,2025-11,C1001396,2103,999,0,0,0,999,Billed
B5001397,2025-11,C1001397,2201,199,0,0,0,199,Billed
B5001398,2025-11,C1001398,2201,199,0,0,0,199,Billed
B5001399,2025-11,C1001399,2101,499,0,0,0,499,Billed
B5001400,2025-11,C1001400,2002,399,0,0,0,399,Billed
B5001401,2025-11,C1001401,2001,299,0,0,349,-50,Refunded
B5001402,2025-11,C1001402,2201,199,50,0,0,149,Billed
B5001403,2025-11,C1001403,2101,499,0,0,0,499,Billed
B5001404,2025-11,C1001404,2001,299,0,0,0,299,Billed
B5001405,2025-11,C1001405,2103,999,0,0,0,999,Billed
B5001406,2025-11,C1001406,2201,199,0,0,0,199,Billed
B5001407,2025-11,C1001407,2101,499,0,0,0,499,Billed
B5001408,2025-11,C1001408,2002,399,0,0,0,399,Billed
B5001409,2025-11,C1001409,2201,199,0,0,0,199,Billed
B5001410,2025-11,C1001410,2201,199,0,0,0,199,Billed
B5001411,2025-11,C1001411,2102,799,0,0,0,799,Billed
B5001412,2025-11,C1001412,2102,799,0,0,0,799,Billed
B5001413,2025-11,C1001413,2003,999,0,0,0,999,Billed
B5001414,2025-11,C1001414,2002,399,0,0,0,399,Billed
B5001415,2025-11,C1001415,2004,249,0,0,0,249,Billed
B5001416,2025-11,C1001416,2003,999,0,0,0,999,Billed
B5001417,2025-11,C1001417,2101,499,0,0,299,200,Refunded
B5001418,2025-11,C1001418,2002,399,0,0,0,399,Billed
B5001419,2025-11,C1001419,2101,499,0,0,0,499,Billed
B5001420,2025-11,C1001420,2103,999,0,0,0,999,Billed
B5001421,2025-11,C1001421,2002,399,0,0,0,399,Billed
B5001422,2025-11,C1001422,2001,299,50,0,0,249,Billed
B5001423,2025-11,C1001423,2102,799,0,0,0,799,Billed
B5001424,2025-11,C1001424,2102,799,0,0,0,799,Billed
B5001425,2025-11,C1001425,2001,299,100,0,0,199,Billed
B5001426,2025-11,C1001426,2201,199,0,0,0,199,Billed
B5001427,2025-11,C1001427,2001,299,0,0,99,200,Refunded
B5001428,2025-11,C1001428,2101,499,0,0,0,499,Billed
B5001429,2025-11,C1001429,2002,399,0,0,0,399,Billed
B5001430,2025-11,C1001430,2002,399,30,0,0,369,Billed
B5001431,2025-11,C1001431,2003,999,0,0,0,999,Billed
B5001432,2025-11,C1001432,2001,299,0,0,0,299,Billed
B5001433,2025-11,C1001433,2003,999,50,0,0,949,Billed
B5001434,2025-11,C1001434,2001,299,0,0,0,299,Billed
B5001435,2025-11,C1001435,2102,799,0,0,0,799,Billed
B5001436,2025-11,C1001436,2201,199,0,0,49,150,Adjusted
B5001437,2025-11,C1001437,2004,249,50,0,0,199,Billed
B5001438,2025-11,C1001438,2101,499,0,0,0,499,Billed
B5001439,2025-11,C1001439,2003,999,0,0,0,999,Billed
B5001440,2025-11,C1001440,2002,399,0,0,0,399,Billed
B5001441,2025-11,C1001441,2102,799,30,0,0,769,Billed
B5001442,2025-11,C1001442,2002,399,50,0,0,349,Billed
B5001443,2025-11,C1001443,2101,499,0,0,0,499,Billed
B5001444,2025-11,C1001444,2102,799,0,25,0,824,Billed
B5001445,2025-11,C1001445,2005,499,0,0,0,499,Billed
B5001446,2025-11,C1001446,2004,249,0,0,0,249,Billed
B5001447,2025-11,C1001447,2005,499,0,0,0,499,Billed
B5001448,2025-11,C1001448,2003,999,0,0,0,999,Billed
B5001449,2025-11,C1001449,2004,249,0,0,0,249,Billed
B5001450,2025-11,C1001450,2003,999,20,0,0,979,Billed
B5001451,2025-11,C1001451,2102,799,0,0,0,799,Billed
B5001452,2025-11,C1001452,2201,199,0,0,0,199,Billed
B5001453,2025-11,C1001453,2102,799,0,0,0,799,Billed
B5001454,2025-11,C1001454,2002,399,0,0,0,399,Billed
B5001455,2025-11,C1001455,2002,399,0,0,0,399,Billed
B5001456,2025-11,C1001456,2003,999,0,0,0,999,Billed
B5001457,2025-11,C1001457,2005,499,0,0,0,499,Billed
B5001458,2025-11,C1001458,2201,199,0,0,0,199,Billed
B5001459,2025-11,C1001459,2002,399,0,0,0,399,Billed
B5001460,2025-11,C1001460,2101,499,0,0,0,499,Billed
B5001461,2025-11,C1001461,2001,299,100,0,0,199,Billed
B5001462,2025-11,C1001462,2003,999,0,0,0,999,Billed
B5001463,2025-11,C1001463,2103,999,0,0,199,800,Adjusted
B5001464,2025-11,C1001464,2201,199,75,0,0,124,Billed
B5001465,2025-11,C1001465,2001,299,0,0,0,299,Billed
B5001466,2025-11,C1001466,2003,999,20,0,0,979,Billed
B5001467,2025-11,C1001467,2002,399,0,0,0,399,Billed
B5001468,2025-11,C1001468,2003,999,0,0,0,999,Billed
B5001469,2025-11,C1001469,2004,249,0,0,0,249,Billed
B5001470,2025-11,C1001470,2002,399,0,0,0,399,Billed
B5001471,2025-11,C1001471,2001,299,0,0,0,299,Billed
B5001472,2025-11,C1001472,2003,999,0,0,0,999,Billed
B5001473,2025-11,C1001473,2103,999,0,0,0,999,Billed
B5001474,2025-11,C1001474,2003,999,0,0,0,999,Billed
B5001475,2025-11,C1001475,2002,399,75,0,0,324,Billed
B5001476,2025-11,C1001476,2101,499,75,0,0,424,Billed
B5001477,2025-11,C1001477,2201,199,0,0,0,199,Billed
B5001478,2025-11,C1001478,2201,199,75,0,0,124,Billed
B5001479,2025-11,C1001479,2004,249,0,0,0,249,Billed
B5001480,2025-11,C1001480,2102,799,0,0,0,799,Billed
B5001481,2025-11,C1001481,2002,399,0,0,0,399,Billed
B5001482,2025-11,C1001482,2003,999,0,0,0,999,Billed
B5001483,2025-11,C1001483,2102,799,0,0,0,799,Billed
B5001484,2025-11,C1001484,2201,199,20,0,0,179,Billed
B5001485,2025-11,C1001485,2001,299,100,0,149,50,Adjusted
B5001486,2025-11,C1001486,2002,399,0,0,0,399,Billed
B5001487,2025-11,C1001487,2002,399,0,0,0,399,Billed
B5001488,2025-11,C1001488,2101,499,0,0,0,499,Billed
B5001489,2025-11,C1001489,2101,499,0,0,0,499,Billed
B5001490,2025-11,C1001490,2004,249,,0,0,249,Billed
B5001491,2025-11,C1001491,2005,499,0,0,0,499,Billed
B5001492,2025-11,C1001492,2004,249,0,0,0,249,Billed
B5001493,2025-11,C1001493,2005,499,50,0,0,449,Billed
B5001494,2025-11,C1001494,2101,499,50,0,0,449,Billed
B5001495,2025-11,C1001495,2004,249,0,0,0,249,Billed
B5001496,2025-11,C1001496,2002,399,0,0,0,399,Billed
B5001497,2025-11,C1001497,2102,799,0,0,0,799,Billed
B5001498,2025-11,C1001498,2102,799,0,0,0,799,Billed
B5001499,2025-11,C1001499,2201,199,0,0,0,199,Billed
B5001500,2025-11,C1001500,2003,999,0,0,0,999,Billed
B5001501,2025-11,C1001501,2001,299,0,0,0,299,Billed
B5001502,2025-11,C1001502,2005,499,0,0,0,499,Billed
B5001503,2025-11,C1001503,2201,199,100,0,0,99,Billed
B5001504,2025-11,C1001504,2101,499,0,0,0,499,Billed
B5001505,2025-11,C1001505,2003,999,0,0,0,999,Billed
B5001506,2025-11,C1001506,2201,199,30,0,0,169,Billed
B5001507,2025-11,C1001507,2003,999,0,0,0,999,Billed
B5001508,2025-11,C1001508,2002,399,0,0,0,399,Billed
B5001509,2025-11,C1001509,2002,399,0,0,0,399,Billed
B5001510,2025-11,C1001510,2004,249,50,0,0,199,Billed
B5001511,2025-11,C1001511,2102,799,0,0,0,799,Billed
B5001512,2025-11,C1001512,2201,199,0,0,199,0,Adjusted
B5001513,2025-11,C1001513,2201,199,0,0,0,199,Billed
B5001514,2025-11,C1001514,2001,299,75,0,0,224,Billed
B5001515,2025-11,C1001515,2005,499,0,0,0,499,Billed
B5001516,2025-11,C1001516,2103,999,0,0,0,999,Billed
B5001517,2025-11,C1001517,2005,499,0,0,0,499,Billed
B5001518,2025-11,C1001518,2004,249,30,0,0,219,Billed
B5001519,2025-11,C1001519,2003,999,0,0,0,999,Billed
B5001520,2025-11,C1001520,2001,299,20,0,0,279,Billed
B5001521,2025-11,C1001521,2001,299,0,0,0,299,Billed
B5001522,2025-11,C1001522,2103,999,0,0,0,999,Billed
B5001523,2025-11,C1001523,2001,299,0,0,0,299,Billed
B5001524,2025-11,C1001524,2201,199,0,0,0,199,Billed
B5001525,2025-11,C1001525,2002,399,0,0,0,399,Billed
B5001526,2025-11,C1001526,2005,499,0,0,0,499,Billed
B5001527,2025-11,C1001527,2201,199,0,0,0,199,Billed
B5001528,2025-11,C1001528,2102,799,0,0,0,799,Billed
B5001529,2025-11,C1001529,2005,499,0,0,0,499,Billed
B5001530,2025-11,C1001530,2101,499,0,0,0,499,Billed
B5001531,2025-11,C1001531,2001,299,0,0,0,299,Billed
B5001532,2025-11,C1001532,2201,199,0,0,0,199,Billed
B5001533,2025-11,C1001533,2103,999,0,25,0,1024,Billed
B5001534,2025-11,C1001534,2201,199,0,0,0,199,Billed
B5001535,2025-11,C1001535,2005,499,0,0,99,400,Adjusted
B5001536,2025-11,C1001536,2101,499,0,0,0,499,Billed
B5001537,2025-11,C1001537,2102,799,75,0,0,724,Billed
B5001538,2025-11,C1001538,2001,299,0,0,0,299,Billed
B5001539,2025-11,C1001539,2002,399,0,0,0,399,Billed
B5001540,2025-11,C1001540,2004,249,0,0,0,249,Billed
B5001541,2025-11,C1001541,2103,999,50,0,0,949,Billed
B5001542,2025-11,C1001542,2003,999,0,0,0,999,Billed
B5001543,2025-11,C1001543,2001,299,0,0,0,299,Billed
B5001544,2025-11,C1001544,2003,999,0,0,0,999,Billed
B5001545,2025-11,C1001545,2005,499,0,0,0,499,Billed
B5001546,2025-11,C1001546,2201,199,0,0,0,199,Billed
B5001547,2025-11,C1001547,2001,299,0,0,0,299,Billed
B5001548,2025-11,C1001548,2004,249,0,0,0,249,Billed
B5001549,2025-11,C1001549,2002,399,30,0,0,369,Billed
B5001550,2025-11,C1001550,2002,399,0,0,0,399,Billed
B5001551,2025-11,C1001551,2201,199,30,0,0,169,Billed
B5001552,2025-11,C1001552,2201,199,0,0,0,199,Billed
B5001553,2025-11,C1001553,2002,399,30,0,0,369,Billed
B5001554,2025-11,C1001554,2201,199,0,0,0,199,Billed
B5001555,2025-11,C1001555,2201,199,0,0,0,199,Billed
B5001556,2025-11,C1001556,2001,299,0,0,0,299,Billed
B5001557,2025-11,C1001557,2003,999,0,0,0,999,Billed
B5001558,2025-11,C1001558,2004,249,20,0,0,229,Billed
B5001559,2025-11,C1001559,2002,399,0,0,0,399,Billed
B5001560,2025-11,C1001560,2001,299,0,0,0,299,Billed
B5001561,2025-11,C1001561,2002,399,0,0,0,399,Billed
B5001562,2025-11,C1001562,2002,399,0,0,0,399,Billed
B5001563,2025-11,C1001563,2001,299,0,0,0,299,Billed
B5001564,2025-11,C1001564,2005,499,0,0,0,499,Billed
B5001565,2025-11,C1001565,2001,299,0,0,0,299,Billed
B5001566,2025-11,C1001566,2101,499,75,0,0,424,Billed
B5001567,2025-11,C1001567,2003,999,75,0,0,924,Billed
B5001568,2025-11,C1001568,2001,299,0,0,0,299,Billed
B5001569,2025-11,C1001569,2001,299,50,0,0,249,Billed
B5001570,2025-11,C1001570,2201,199,0,0,0,199,Billed
B5001571,2025-11,C1001571,2002,399,100,0,0,299,Billed
B5001572,2025-11,C1001572,2201,199,0,0,0,199,Billed
B5001573,2025-11,C1001573,2001,299,0,0,0,299,Billed
B5001574,2025-11,C1001574,2102,799,20,0,0,779,Billed
B5001575,2025-11,C1001575,2201,199,0,0,0,199,Billed
B5001576,2025-11,C1001576,2003,999,0,0,0,999,Billed
B5001577,2025-11,C1001577,2002,399,0,0,0,399,Billed
B5001578,2025-11,C1001578,2101,499,0,0,0,499,Billed
B5001579,2025-11,C1001579,2003,999,0,0,0,999,Billed
B5001580,2025-11,C1001580,2001,299,0,0,0,299,Billed
B5001581,2025-11,C1001581,2003,999,50,0,0,949,Billed
B5001582,2025-11,C1001582,2201,199,0,0,0,199,Billed
B5001583,2025-11,C1001583,2001,299,0,0,0,299,Billed
B5001584,2025-11,C1001584,2002,399,75,0,0,324,Billed
B5001585,2025-11,C1001585,2201,199,0,0,0,199,Billed
B5001586,2025-11,C1001586,2002,399,0,0,0,,Billed
B5001587,2025-11,C1001587,2201,199,0,0,299,-100,Refunded
B5001588,2025-11,C1001588,2002,399,0,0,0,399,Billed
B5001589,2025-11,C1001589,2001,299,0,0,0,299,Billed
B5001590,2025-11,C1001590,2102,799,0,0,0,799,Billed
B5001591,2025-11,C1001591,2103,999,0,0,0,999,Billed
B5001592,2025-11,C1001592,2201,199,30,0,0,169,Billed
B5001593,2025-11,C1001593,2004,249,0,0,0,249,Billed
B5001594,2025-11,C1001594,2002,399,0,0,0,399,Billed
B5001595,2025-11,C1001595,2102,799,0,0,0,799,Billed
B5001596,2025-11,C1001596,2002,399,0,0,99,300,Adjusted
B5001597,2025-11,C1001597,2004,249,0,0,0,249,Billed
B5001598,2025-11,C1001598,2005,499,75,0,0,424,Billed
B5001599,2025-11,C1001599,2002,399,30,0,0,369,Billed
B5001600,2025-11,C1001600,2102,799,20,0,0,779,Billed
B5001601,2025-11,C1001601,2102,799,0,0,0,799,Billed
B5001602,2025-11,C1001602,2003,999,0,0,0,999,Billed
B5001603,2025-11,C1001603,2003,999,50,0,0,949,Billed
B5001604,2025-11,C1001604,2103,999,0,50,0,1049,Billed
B5001605,2025-11,C1001605,2201,199,0,0,0,199,Billed
B5001606,2025-11,C1001606,2001,299,0,0,0,299,Billed
B5001607,2025-11,C1001607,2002,399,0,0,0,399,Billed
B5001608,2025-11,C1001608,2004,249,0,0,0,249,Billed
B5001609,2025-11,C1001609,2002,399,0,0,0,399,Billed
B5001610,2025-11,C1001610,2001,299,20,0,0,279,Billed
B5001611,2025-11,C1001611,2103,999,0,0,0,999,Billed
B5001612,2025-11,C1001612,2103,999,0,0,0,999,Billed
B5001613,2025-11,C1001613,2002,399,0,0,0,399,Billed
B5001614,2025-11,C1001614,2004,249,0,0,0,249,Billed
B5001615,2025-11,C1001615,2002,399,0,0,0,399,Billed
B5001616,2025-11,C1001616,2001,299,0,0,0,299,Billed
B5001617,2025-11,C1001617,2201,199,0,0,0,199,Billed
B5001618,2025-11,C1001618,2101,499,0,25,0,524,Billed
B5001619,2025-11,C1001619,2001,299,0,0,0,299,Billed
B5001620,2025-11,C1001620,2002,399,0,0,0,399,Billed
B5001621,2025-11,C1001621,2101,499,0,0,0,499,Billed
B5001622,2025-11,C1001622,2101,499,0,0,0,499,Billed
B5001623,2025-11,C1001623,2002,399,0,0,0,399,Billed
B5001624,2025-11,C1001624,2001,299,0,0,0,299,Billed
B5001625,2025-11,C1001625,2005,499,0,0,149,350,Refunded
B5001626,2025-11,C1001626,2002,399,30,0,0,369,Billed
B5001627,2025-11,C1001627,2003,999,0,0,0,999,Billed
B5001628,2025-11,C1001628,2002,399,0,0,0,399,Billed
B5001629,2025-11,C1001629,2001,299,0,0,0,299,Billed
B5001630,2025-11,C1001630,2004,249,0,0,0,249,Billed
B5001631,2025-11,C1001631,2201,199,75,0,0,124,Billed
B5001632,2025-11,C1001632,2201,199,0,0,0,199,Billed
B5001633,2025-11,C1001633,2003,999,0,0,0,999,Billed
B5001634,2025-11,C1001634,2004,249,0,0,0,249,Billed
B5001635,2025-11,C1001635,2005,499,0,0,0,499,Billed
B5001636,2025-11,C1001636,2102,799,0,0,0,799,Billed
B5001637,2025-11,C1001637,2201,199,30,0,0,169,Billed
B5001638,2025-11,C1001638,2002,399,0,0,149,250,Refunded
B5001639,2025-11,C1001639,2005,499,20,0,0,479,Billed
B5001640,2025-11,C1001640,2101,499,0,0,0,499,Billed
B5001641,2025-11,C1001641,2005,499,0,0,0,499,Billed
B5001642,2025-11,C1001642,2201,199,0,0,0,199,Billed
B5001643,2025-11,C1001643,2102,799,0,0,0,799,Billed
B5001644,2025-11,C1001644,2001,299,0,0,0,299,Billed
B5001645,2025-11,C1001645,2001,299,30,0,0,269,Billed
B5001646,2025-11,C1001646,2002,399,0,0,0,399,Billed
B5001647,2025-11,C1001647,2102,799,0,100,0,899,Billed
B5001648,2025-11,C1001648,2002,399,0,0,0,399,Billed
B5001649,2025-11,C1001649,2201,199,0,0,0,199,Billed
B5001650,2025-11,C1001650,2102,799,0,0,0,799,Billed
B5001651,2025-11,C1001651,2201,199,20,0,0,179,Billed
B5001652,2025-11,C1001652,2002,399,0,0,0,399,Billed
B5001653,2025-11,C1001653,2002,399,0,0,0,399,Billed
B5001654,2025-11,C1001654,2002,399,30,0,0,369,Billed
B5001655,2025-11,C1001655,2002,399,0,0,0,399,Billed
B5001656,2025-11,C1001656,2003,999,0,0,0,999,Billed
B5001657,2025-11,C1001657,2101,499,0,25,0,524,Billed
B5001658,2025-11,C1001658,2201,199,0,0,0,199,Billed
B5001659,2025-11,C1001659,2201,199,0,0,0,199,Billed
B5001660,2025-11,C1001660,2201,199,0,0,0,199,Billed
B5001661,2025-11,C1001661,2001,299,0,0,0,299,Billed
B5001662,2025-11,C1001662,2004,249,0,0,0,249,Billed
B5001663,2025-11,C1001663,2004,249,0,0,0,249,Billed
B5001664,2025-11,C1001664,2002,399,0,0,0,399,Billed
B5001665,2025-11,C1001665,2002,399,0,0,0,399,Billed
B5001666,2025-11,C1001666,2002,399,0,0,0,399,Billed
B5001667,2025-11,C1001667,2004,249,0,0,0,249,Billed
B5001668,2025-11,C1001668,2001,299,0,0,0,299,Billed
B5001669,2025-11,C1001669,2001,299,0,0,0,299,Billed
B5001670,2025-11,C1001670,2001,299,0,0,0,299,Billed
B5001671,2025-11,C1001671,2201,199,0,0,0,199,Billed
B5001672,2025-11,C1001672,2004,249,0,0,0,249,Billed
B5001673,2025-11,C1001673,2201,199,0,0,0,199,Billed
B5001674,2025-11,C1001674,2201,199,0,0,0,199,Billed
B5001675,2025-11,C1001675,2102,799,30,0,0,769,Billed
B5001676,2025-11,C1001676,2003,999,0,0,0,999,Billed
B5001677,2025-11,C1001677,2003,999,0,0,0,999,Billed
B5001678,2025-11,C1001678,2201,199,50,0,0,149,Billed
B5001679,2025-11,C1001679,2201,199,50,0,0,149,Billed
B5001680,2025-11,C1001680,2004,249,0,0,0,249,Billed
B5001681,2025-11,C1001681,2101,499,0,0,0,499,Billed
B5001682,2025-11,C1001682,2004,249,0,0,0,249,Billed
B5001683,2025-11,C1001683,2101,499,0,0,0,499,Billed
B5001684,2025-11,C1001684,2001,299,0,0,0,299,Billed
B5001685,2025-11,C1001685,2102,799,100,0,0,699,Billed
B5001686,2025-11,C1001686,2102,799,30,0,0,769,Billed
B5001687,2025-11,C1001687,2103,999,20,0,0,979,Billed
B5001688,2025-11,C1001688,2004,249,0,0,0,249,Billed
B5001689,2025-11,C1001689,2102,799,0,0,0,799,Billed
B5001690,2025-11,C1001690,2001,299,0,0,0,299,Billed
B5001691,2025-11,C1001691,2002,399,0,0,49,350,Adjusted
B5001692,2025-11,C1001692,2004,249,0,0,0,249,Billed
B5001693,2025-11,C1001693,2003,999,0,0,0,999,Billed
B5001694,2025-11,C1001694,2003,999,0,0,0,999,Billed
B5001695,2025-11,C1001695,2201,199,0,0,0,199,Billed
B5001696,2025-11,C1001696,2201,199,0,0,0,199,Billed
B5001697,2025-11,C1001697,2003,999,0,0,149,850,Refunded
B5001698,2025-11,C1001698,2001,299,20,0,0,279,Billed
B5001699,2025-11,C1001699,2102,799,30,0,0,769,Billed
B5001700,2025-11,C1001700,2003,999,0,0,0,999,Billed
B5001701,2025-11,C1001701,2103,999,0,0,0,999,Billed
B5001702,2025-11,C1001702,2101,499,0,0,0,499,Billed
B5001703,2025-11,C1001703,2003,999,0,0,0,999,Billed
B5001704,2025-11,C1001704,2001,299,30,0,0,269,Billed
B5001705,2025-11,C1001705,2002,399,0,0,0,399,Billed
B5001706,2025-11,C1001706,2001,299,50,0,0,249,Billed
B5001707,2025-11,C1001707,2002,399,0,0,0,399,Billed
B5001708,2025-11,C1001708,2002,399,0,0,0,399,Billed
B5001709,2025-11,C1001709,2001,299,0,0,0,299,Billed
B5001710,2025-11,C1001710,2201,199,0,0,0,199,Billed
B5001711,2025-11,C1001711,2003,999,0,0,0,999,Billed
B5001712,2025-11,C1001712,2003,999,30,0,0,969,Billed
B5001713,2025-11,C1001713,2201,199,0,0,0,199,Billed
B5001714,2025-11,C1001714,2103,999,0,0,0,999,Billed
B5001715,2025-11,C1001715,2002,399,0,0,0,399,Billed
B5001716,2025-11,C1001716,2004,249,0,0,0,249,Billed
B5001717,2025-11,C1001717,2002,399,0,0,0,399,Billed
B5001718,2025-11,C1001718,2001,299,0,0,0,299,Billed
B5001719,2025-11,C1001719,2004,249,100,0,0,149,Billed
B5001720,2025-11,C1001720,2003,999,30,0,0,969,Billed
B5001721,2025-11,C1001721,2201,199,30,0,0,169,Billed
B5001722,2025-11,C1001722,2103,999,0,50,0,1049,Billed
B5001723,2025-11,C1001723,2001,299,30,0,0,269,Billed
B5001724,2025-11,C1001724,2201,199,0,0,0,199,Billed
B5001725,2025-11,C1001725,2103,999,20,0,0,979,Billed
B5001726,2025-11,C1001726,2002,399,20,0,0,379,Billed
B5001727,2025-11,C1001727,2101,499,20,0,0,479,Billed
B5001728,2025-11,C1001728,2201,199,0,0,0,199,Billed
B5001729,2025-11,C1001729,2201,199,0,0,0,199,Billed
B5001730,2025-11,C1001730,2002,399,0,0,499,-100,Refunded
B5001731,2025-11,C1001731,2003,999,100,0,0,899,Billed
B5001732,2025-11,C1001732,2003,999,0,0,0,999,Billed
B5001733,2025-11,C1001733,2101,499,0,0,0,499,Billed
B5001734,2025-11,C1001734,2003,999,0,0,0,999,Billed
B5001735,2025-11,C1001735,2103,999,0,0,0,999,Billed
B5001736,2025-11,C1001736,2002,399,0,0,0,399,Billed
B5001737,2025-11,C1001737,2005,499,100,0,0,399,Billed
B5001738,2025-11,C1001738,2103,999,0,0,0,999,Billed
B5001739,2025-11,C1001739,2101,499,0,0,0,499,Billed
B5001740,2025-11,C1001740,2001,299,0,0,0,299,Billed
B5001741,2025-11,C1001741,2002,399,100,0,0,299,Billed
B5001742,2025-11,C1001742,2201,199,0,0,0,199,Billed
B5001743,2025-11,C1001743,2004,249,100,0,0,149,Billed
B5001744,2025-11,C1001744,2102,799,0,0,0,799,Billed
B5001745,2025-11,C1001745,2001,299,0,0,0,299,Billed
B5001746,2025-11,C1001746,2201,199,0,0,0,199,Billed
B5001747,2025-11,C1001747,2002,399,0,0,0,399,Billed
B5001748,2025-11,C1001748,2001,299,20,0,0,279,Billed
B5001749,2025-11,C1001749,2002,399,50,0,0,349,Billed
B5001750,2025-11,C1001750,2002,399,0,0,0,399,Billed
B5001751,2025-11,C1001751,2002,399,0,0,0,399,Billed
B5001752,2025-11,C1001752,2101,499,0,0,0,499,Billed
B5001753,2025-11,C1001753,2102,799,0,50,0,849,Billed
B5001754,2025-11,C1001754,2005,499,20,0,0,479,Billed
B5001755,2025-11,C1001755,2002,399,0,0,0,399,Billed
B5001756,2025-11,C1001756,2101,499,75,0,0,424,Billed
B5001757,2025-11,C1001757,2101,499,0,0,0,499,Billed
B5001758,2025-11,C1001758,2101,499,0,0,0,499,Billed
B5001759,2025-11,C1001759,2001,299,0,0,0,299,Billed
B5001760,2025-11,C1001760,2002,399,0,0,0,399,Billed
B5001761,2025-11,C1001761,2002,399,0,0,0,399,Billed
B5001762,2025-11,C1001762,2001,299,0,0,0,299,Billed
B5001763,2025-11,C1001763,2201,199,0,0,0,199,Billed
B5001764,2025-11,C1001764,2001,299,0,0,0,299,Billed
B5001765,2025-11,C1001765,2003,999,0,0,0,999,Billed
B5001766,2025-11,C1001766,2002,399,20,0,0,379,Billed
B5001767,2025-11,C1001767,2003,999,0,0,0,,Billed
B5001768,2025-11,C1001768,2002,399,0,0,0,399,Billed
B5001769,2025-11,C1001769,2005,499,0,0,99,400,Adjusted
B5001770,2025-11,C1001770,2005,499,75,0,0,424,Billed
B5001771,2025-11,C1001771,2103,999,0,0,0,999,Billed
B5001772,2025-11,C1001772,2002,399,0,0,0,399,Billed
B5001773,2025-11,C1001773,2003,999,0,0,0,999,Billed
B5001774,2025-11,C1001774,2201,199,0,0,0,199,Billed
B5001775,2025-11,C1001775,2201,199,20,0,0,179,Billed
B5001776,2025-11,C1001776,2002,399,30,0,0,369,Billed
B5001777,2025-11,C1001777,2001,299,0,0,0,299,Billed
B5001778,2025-11,C1001778,2101,499,0,0,299,200,Refunded
B5001779,2025-11,C1001779,2002,399,100,0,0,299,Billed
B5001780,2025-11,C1001780,2101,499,0,0,0,499,Billed
B5001781,2025-11,C1001781,2003,999,0,0,0,999,Billed
B5001782,2025-11,C1001782,2002,399,0,0,0,399,Billed
B5001783,2025-11,C1001783,2002,399,0,0,0,399,Billed
B5001784,2025-11,C1001784,2002,399,0,0,99,300,Adjusted
B5001785,2025-11,C1001785,2101,499,0,0,0,499,Billed
B5001786,2025-11,C1001786,2001,299,0,0,0,299,Billed
B5001787,2025-11,C1001787,2004,249,50,0,0,199,Billed
B5001788,2025-11,C1001788,2005,499,0,0,0,499,Billed
